"t_id","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name","cov.SRR3396381","FPKM.SRR3396381","cov.SRR3396382","FPKM.SRR3396382","cov.SRR3396384","FPKM.SRR3396384","cov.SRR3396385","FPKM.SRR3396385","cov.SRR3396386","FPKM.SRR3396386","cov.SRR3396387","FPKM.SRR3396387"
4596,"XI","-",465367,466071,"YKR014C",1,705,"MSTRG.3936","YPT52",392.232635,249.941879,464.953156,259.94339,515.904968,273.576843,396.421265,224.210587,392.794342,203.288544,382.805634,205.083755
4597,"XI","-",466961,468667,"YKR015C",1,1707,"MSTRG.3937","YKR015C",19.203281,12.236881,22.35618,12.498769,19.348564,10.26026,20.048037,11.338902,25.104862,12.992883,18.838898,10.092725
4598,"XI","+",469717,471339,"YKR016W",1,1623,"MSTRG.3938","MIC60",87.17746,55.551979,97.73999,54.643925,97.234123,51.561832,85.02095,48.086716,82.274185,42.580547,89.826248,48.123386
4599,"XI","-",471694,473349,"YKR017C",1,1656,"MSTRG.3939","HEL1",28.045897,17.871649,33.813404,18.904209,35.528381,18.840179,36.710144,20.76277,37.25,19.27853,33.642513,18.023592
4600,"XI","-",473723,475900,"YKR018C",1,2178,"MSTRG.3940","YKR018C",117.034897,74.577988,143.649673,80.310852,136.498627,72.383217,129.439392,73.20919,143.081726,74.051163,143.773193,77.024849
4601,"XI","-",476216,478063,"YKR019C",1,1848,"MSTRG.3941","IRS4",19.595238,12.486648,22.202381,12.412783,21.957251,11.643608,25.344696,14.334622,27.312229,14.135293,28.082792,15.045035
4602,"XI","+",478338,478832,"YKR020W",1,495,"MSTRG.3942","VPS51",133.737381,85.221298,148.341415,82.933884,169.42424,89.843193,125.408081,70.929138,134.464645,69.591431,157.800003,84.539551
4603,"XI","+",479234,481981,"YKR021W",1,2748,"MSTRG.3943","ALY1",39.792942,25.357204,44.352257,24.796211,50.585152,26.824566,36.204147,20.476583,38.922127,20.14393,41.931221,22.464174
4604,"XI","-",482171,483139,"YKR022C",1,969,"MSTRG.3944","NTR2",56.793602,36.19051,66.341591,37.089882,73.869972,39.172165,93.12693,52.671349,94.92363,49.127201,82.080498,43.97369
4605,"XI","+",483419,485011,"YKR023W",1,1593,"MSTRG.3945","YKR023W",40.362209,25.719957,50.858757,28.43383,57.245449,30.356422,48.805401,27.603683,53.326427,27.598797,54.875706,29.399033
4606,"XI","-",485144,487372,"YKR024C",1,2229,"MSTRG.3946","DBP7",18.619112,11.864632,20.057873,11.213843,32.419918,17.191807,45.72768,25.862965,52.989681,27.424517,36.120232,19.351002
4607,"XI","+",487770,488618,"YKR025W",1,849,"MSTRG.3948","RPC37",100.222618,63.864727,121.945816,68.176781,155.672562,82.550873,138.600708,78.390717,136.294464,70.538445,115.658424,61.962681
4608,"XI","-",488738,489655,"YKR026C",1,918,"MSTRG.3949","GCN3",115.227669,73.426376,131.297379,73.404999,154.618744,81.99205,168.187363,95.124527,190.110016,98.390388,148.071899,79.327835
4609,"XI",".",489908,490202,"MSTRG.3947.1",1,295,"MSTRG.3947",".",2.671186,1.702156,5.135593,2.871179,3.647458,1.934193,7.17946,4.060607,5.250847,2.717547,4.108475,2.201069
4610,"XI","+",490968,491040,"tR(ACG)K",1,73,"tR(ACG)K","tR(ACG)K",2.808219,1.789478,2.520548,1.409174,4.013699,2.128406,2.808219,1.588291,5.027397,2.601902,4.808219,2.575948
4611,"XI","+",491364,493661,"YKR027W",1,2298,"MSTRG.3950","BCH2",34.558311,22.021547,35.206264,19.68292,39.587032,20.992424,39.136642,22.135162,47.079636,24.365807,42.184944,22.600103
4612,"XI","+",494257,497358,"YKR028W",1,3102,"MSTRG.3951","SAP190",90.898781,57.923313,99.822372,55.808132,99.607994,52.82066,87.473251,49.473705,103.112183,53.365139,91.767563,49.163425
4613,"XI","-",497578,499833,"YKR029C",1,2256,"MSTRG.3952","SET3",39.47961,25.157541,45.878101,25.649271,51.170654,27.135048,41.668884,23.567364,48.323582,25.009602,44.965427,24.089716
4614,"XI","+",500282,501103,"YKR030W",1,822,"MSTRG.3958","GMH1",86.23114,54.948956,115.590019,64.623421,118.238441,62.700111,103.354012,58.45565,114.935524,59.484245,132.176392,70.811989
4615,"XI","-",501344,506395,"YKR031C",1,5052,"MSTRG.3959","SPO14",20.584324,13.116921,22.113222,12.362937,22.57502,11.971202,22.716152,12.847953,23.123318,11.967344,25.042557,13.416265
4616,"XI","+",506517,506831,"YKR032W",1,315,"MSTRG.3960","YKR032W",0,0,0.280703,0.156934,0.930279,0.493313,0.961071,0.543569,0.038095,0.019716,0,0
4617,"XI","-",506879,507304,"YKR033C",1,426,"MSTRG.3961","YKR033C",0.942892,0.600838,3.133815,1.752036,5.615042,2.977574,1.263141,0.714416,1.097907,0.568216,2.669441,1.430123
4618,"XI","+",506898,507707,"YKR034W",1,810,"MSTRG.3962","DAL80",19.341722,12.3251,24.163773,13.509346,44.579582,23.639898,7.023981,3.97267,5.497645,2.845276,4.216788,2.259096
4619,"XI","-",507920,508561,"YKR035C",1,642,"MSTRG.3963","OPI8",249.767914,159.159286,311.979736,174.419876,314.590332,166.822647,329.91745,186.596924,286.423676,148.236984,270.637085,144.990738
4620,"XI","+",507939,508553,"YKR035W-A",1,615,"MSTRG.3964","DID2",0,0,0,0,0,0,0,0,0,0,0,0
4621,"XI","-",508702,510633,"YKR036C",1,1932,"MSTRG.3965","CAF4",48.616459,30.979803,56.537266,31.608538,57.716354,30.606136,44.929607,25.411587,54.403728,28.156349,43.142857,23.113293
4622,"XI","-",510910,511797,"YKR037C",1,888,"MSTRG.3954","SPC34",52.139641,33.224873,65.888512,36.836578,71.793922,38.071266,52.807434,29.86718,69.752251,36.099892,69.162163,37.052841
4623,"XI","-",511999,513159,"YKR038C",1,1161,"MSTRG.3955","KAE1",164.270462,104.677849,190.360031,106.425415,199.009476,105.531799,166.756241,94.315102,191.431519,99.074326,178.844955,95.814148
4624,"XI","-",513332,513403,"tD(GUC)K",1,72,"MSTRG.3956","tD(GUC)K",0.097222,0.061953,3.170259,1.772411,0,0,0.083333,0.047132,0,0,0.986111,0.528298
4625,"XI",".",513472,514732,"MSTRG.3957.1",1,1261,"MSTRG.3957",".",45.920696,29.261984,63.26725,35.371101,54.899288,29.112289,53.677238,30.359131,54.730373,28.325403,47.396511,25.392141
4626,"XI","+",515063,516871,"YKR039W",1,1809,"MSTRG.3953","GAP1",1458.706421,929.529602,1721.303467,962.33667,2445.480957,1296.802734,439.882812,248.791855,379.719177,196.521561,542.73468,290.763916
4627,"XI","+",517988,518060,"tA(AGC)K2",1,73,"MSTRG.3966","tA(AGC)K2",0.726027,0.462645,1.890411,1.05688,0.589041,0.31236,0.561644,0.317658,3.520548,1.82204,1.191781,0.638483
4628,"XI","-",518063,518566,"YKR040C",1,504,"MSTRG.3967","YKR040C",1.987737,1.266643,4.001567,2.237174,4.165856,2.209092,3.408706,1.927919,3.751148,1.941386,0.889617,0.476602
4629,"XI","+",518198,518950,"YKR041W",1,753,"MSTRG.3968","YKR041W",11.191889,7.131793,15.249904,8.52583,18.689711,9.910879,17.714867,10.019292,21.493643,11.123917,12.855788,6.887342
4630,"XI","-",519281,519530,"MSTRG.3970.1",1,250,"MSTRG.3970",".",822.255981,523.965088,799.476013,446.966583,1035.884033,549.314087,856.05603,484.173859,1037.024048,536.706055,1219.588013,653.380371
4631,"XI","+",519527,520624,"YKR042W",1,1098,"MSTRG.3971","UTH1",2208.724854,1407.462891,2183.553711,1220.769043,2655.279541,1408.055908,2340.139404,1323.551636,2736.696777,1416.362305,2737.821533,1466.756592
4632,"XI","-",520897,521712,"YKR043C",1,816,"MSTRG.3969","SHB17",351.868866,224.220947,357.626221,199.939667,410.742645,217.810806,390.524506,220.875458,504.740204,261.225494,424.672791,227.513596
4633,"XI","+",522015,523346,"YKR044W",1,1332,"MSTRG.3972","UIP5",54.264263,34.578743,52.392643,29.291386,62.295044,33.034149,57.424923,32.478771,73.746994,38.167351,62.359608,33.408451
4634,"XI","-",523418,523969,"YKR045C",1,552,"MSTRG.3973","YKR045C",37.717392,24.034605,42.679348,23.860931,43.905792,23.282598,34.393116,19.452288,59.7971,30.947659,53.775364,28.809538
4635,"XI","-",524223,525074,"YKR046C",1,852,"MSTRG.3976","PET10",297.793427,189.762512,373.710083,208.931747,373.035248,197.815109,305.951874,173.042297,343.127899,177.583939,313.386139,167.893051
4636,"XI","+",525257,525562,"YKR047W",1,306,"MSTRG.3977","YKR047W",122.066467,77.784256,128.202698,71.674843,138.757278,73.580948,107.484459,60.791775,139.136963,72.009567,124.826347,66.87429
4637,"XI","-",525387,526640,"YKR048C",1,1254,"MSTRG.3978","NAP1",308.014618,196.275742,337.970551,188.950684,363.380341,192.695267,352.397888,199.311539,390.107544,201.897995,375.170959,200.993561
4638,"XI","-",526830,527231,"YKR049C",1,402,"MSTRG.3979","FMP46",159.144272,101.411293,216.644272,121.120262,175.975128,93.317024,208.084564,117.689857,201.696518,104.386917,204.089554,109.338654
4639,"XI","+",527815,530484,"YKR050W",1,2670,"MSTRG.3974","TRK2",31.003372,19.756237,31.728842,17.738783,29.4603,15.622365,28.46442,16.099096,32.902248,17.028378,30.30637,16.236292
4640,"XI","+",530946,532202,"YKR051W",1,1257,"MSTRG.3975","YKR051W",81.077171,51.6647,95.969772,53.654243,99.018295,52.50795,72.374702,40.93417,78.457436,40.605213,90.90374,48.700642
4641,"XI","-",532550,533464,"YKR052C",1,915,"MSTRG.3980","MRS4",220.453552,140.479324,279.819672,156.440018,254.459015,134.935883,112.113663,63.409992,120.446991,62.336674,142.684158,76.441414
4642,"XI","-",534067,535281,"YKR053C",1,1215,"MSTRG.3981","YSR3",86.219749,54.9417,88.288887,49.360058,88.481483,46.920433,63.995884,36.195217,77.505348,40.112465,68.567078,36.734028
4643,"XI","-",535647,547925,"YKR054C",1,12279,"MSTRG.3982","DYN1",6.712192,4.277201,6.333415,3.54085,6.015962,3.190176,6.107175,3.454137,7.501751,3.88249,6.116296,3.276736
4644,"XI","+",548216,549091,"YKR055W",1,876,"MSTRG.3983","RHO4",48.597031,30.967421,45.210045,25.27578,57.71347,30.604609,55.340179,31.299667,50.970318,26.379406,53.357307,28.585567
4645,"XI","+",549448,551367,"YKR056W",1,1920,"MSTRG.3984","TRM2",31.721874,20.214088,35.628124,19.918774,46.704166,24.766533,73.007294,41.29195,77.298958,40.00565,54.404163,29.146408
4646,"XI","+",551657,552242,"YKR057W",2,264,"MSTRG.3985","RPS21A",4257.480469,2712.988525,4590.625,2566.500732,5519.181641,2926.741211,6632.451172,3751.226074,7010.961914,3628.484619,6209.515625,3326.677002
4647,"XI","+",552770,554620,"YKR058W",1,1851,"MSTRG.3986","GLG1",82.117241,52.327461,95.945976,53.640938,82.926529,43.97472,43.664505,24.696062,52.581306,27.213165,59.210697,31.721457
4648,"XI","+",554987,556174,"YKR059W",1,1188,"MSTRG.3987","TIF1",830.025696,528.916199,808.198242,451.842926,951.138,504.374542,1108.019775,626.681213,1459.030762,755.113281,1243.227661,666.045044
4649,"XI","+",556518,557342,"YKR060W",1,825,"MSTRG.3988","UTP30",37.726059,24.040129,40.770908,22.79397,48.355152,25.642029,77.198792,43.662609,86.709091,44.875813,61.315151,32.848892
4650,"XI","+",557677,558954,"YKR061W",1,1278,"MSTRG.3989","KTR2",40.725353,25.951363,48.01878,26.846071,49.539124,26.269873,47.811424,27.041504,52.345848,27.091305,48.298122,25.875168
4651,"XI","-",559016,559366,"snR42",1,351,"MSTRG.3990","snR42",15.19943,9.685513,14.880341,8.319218,12.754986,6.763782,12.45869,7.046469,14.814815,7.667325,21.678062,11.613774
4652,"XI","+",559666,560652,"YKR062W",1,987,"MSTRG.3993","TFA2",80.342453,51.196514,92.130699,51.507915,104.487335,55.408104,110.443771,62.465527,106.517731,55.127663,112.867271,60.467354
4653,"XI","-",560789,562297,"YKR063C",1,1509,"MSTRG.3994","LAS1",29.293571,18.666704,31.948973,17.861853,36.074883,19.12998,51.555996,29.159384,54.974823,28.451916,46.647453,24.990841
4654,"XI","+",562547,565138,"YKR064W",1,2592,"MSTRG.3995","OAF3",43.447533,27.686014,46.917439,26.230339,50.691746,26.881088,41.153164,23.275681,46.157406,23.88851,38.667439,20.715639
4655,"XI","-",565299,565892,"YKR065C",1,594,"MSTRG.3996","PAM17",296.749146,189.097061,387.80304,216.81076,392.904053,208.351257,391.259247,221.291016,399.582489,206.801712,376.143097,201.514374
4656,"XI","-",566113,567198,"YKR066C",1,1086,"MSTRG.3997","CCP1",449.136292,286.202515,544.113281,304.199799,533.194275,282.745117,361.416199,204.412186,391.081024,202.401825,377.353577,202.162872
4657,"XI","+",567918,570149,"YKR067W",1,2232,"MSTRG.3991","GPT2",120.408157,76.727531,141.584229,79.15612,143.293457,75.98642,98.973564,55.97813,110.759857,57.323151,115.196236,61.715069
4658,"XI","-",570328,570909,"YKR068C",1,582,"MSTRG.3992","BET3",216.08075,137.692841,249.261185,139.355545,286.804138,152.088028,314.207916,177.711807,297.853943,154.152664,273.254303,146.392868
4659,"XI","+",571612,573393,"YKR069W",1,1782,"MSTRG.3998","MET1",44.017399,28.049149,51.129631,28.585268,60.360832,32.008465,48.350731,27.346529,54.06229,27.979639,46.990459,25.174603
4660,"XI","+",573574,574632,"YKR070W",1,1059,"MSTRG.3999","YKR070W",110.927292,70.68605,138.541077,77.454765,134.206802,71.1679,142.147308,80.396622,138.164307,71.506172,138.892349,74.409988
4661,"XI","-",574934,575980,"YKR071C",1,1047,"MSTRG.4000","DRE2",153.851959,98.038879,166.166183,92.899261,184.184341,97.670258,138.613174,78.397766,167.245468,86.556969,154.151855,82.585098
4662,"XI","-",576435,578123,"YKR072C",1,1689,"MSTRG.4001","SIS2",71.238602,45.395279,78.352875,43.805088,88.027824,46.679863,75.409119,42.650394,92.530495,47.888645,86.211365,46.186752
4663,"XI","-",578187,578507,"YKR073C",1,321,"MSTRG.4002","YKR073C",9.569955,6.09825,9.221173,5.155322,10.560493,5.600075,7.723515,4.368317,8.878505,4.595021,9.423676,5.048626
4664,"XI","+",578965,579060,"tK(UUU)K",2,73,"MSTRG.4003","tK(UUU)K",2.547945,1.623624,7.495434,4.190505,3.589041,1.903216,8.043916,4.549531,2.472603,1.279682,6.900229,3.696719
4665,"XI","+",579209,579676,"YKR074W",1,468,"MSTRG.4004","AIM29",296.617523,189.013184,509.709412,284.965485,373.222198,197.914261,888.211548,502.360626,646.468018,334.575958,547.324768,293.222992
4666,"XI","-",579827,580750,"YKR075C",1,924,"MSTRG.4005","YKR075C",19.637445,12.513543,21.379869,11.952937,21.835495,11.579043,38.926407,22.016256,40.297619,20.85581,43.774895,23.4519
4667,"XI","+",580212,580481,"YKR075W-A",1,270,"MSTRG.4006","YKR075W-A",0,0,0,0,0,0,0,0,0,0,0,0
4668,"XI",".",580987,582001,"MSTRG.4007.1",1,1015,"MSTRG.4007",".",2.663054,1.696974,1.086699,0.607546,1.168473,0.619624,2.17931,1.232589,2.565517,1.327769,2.762562,1.480011
4669,"XI","+",582283,583395,"YKR076W",1,1113,"MSTRG.4008","ECM4",107.960464,68.795509,134.145554,74.997345,134.212936,71.17115,108.470802,61.34964,102.018867,52.799301,105.884094,56.726192
4670,"XI","+",583653,584744,"YKR077W",1,1092,"MSTRG.4009","MSA2",71.505493,45.565353,73.782967,41.250168,78.635529,41.699268,74.589745,42.186962,97.717949,50.573387,83.839745,44.916187
4671,"XI","+",584952,586709,"YKR078W",1,1758,"MSTRG.4010","YKR078W",25.351536,16.154726,31.054607,17.361835,34.356655,18.21883,29.884964,16.902538,34.726299,17.972403,32.274742,17.290825
4672,"XI","-",586789,589305,"YKR079C",1,2517,"MSTRG.4011","TRZ1",26.723482,17.028969,27.997219,15.652528,31.369488,16.634779,43.172031,24.417526,54.591179,28.253365,39.971394,21.414219
4673,"XI","+",590395,591357,"YKR080W",1,963,"MSTRG.4012","MTD1",218.345795,139.1362,183.499481,102.589867,222.686401,118.087334,276.404999,156.330978,396.589813,205.252869,296.233643,158.703796
4674,"XI","-",591506,592540,"YKR081C",1,1035,"MSTRG.4013","RPF2",73.057007,46.554024,57.125603,31.937462,96.872467,51.370049,145.370041,82.219353,184.799026,95.641708,124.831886,66.877258
4675,"XI","+",592825,596298,"YKR082W",1,3474,"MSTRG.4015","NUP133",36.674728,23.370188,37.082325,20.731779,43.408752,23.019026,47.096722,26.637278,54.822678,28.373175,46.211571,24.757322
4676,"XI","-",596421,596822,"YKR083C",1,402,"MSTRG.4016","DAD2",97.597015,62.191616,174.957718,97.814384,125.5597,66.582466,280.437805,158.611893,178.417908,92.339203,142.460205,76.321434
4677,"XI","-",597055,598890,"YKR084C",1,1836,"MSTRG.4017","HBS1",73.062088,46.557259,79.454796,44.421143,87.93573,46.631027,81.479301,46.083607,99.876358,51.690456,97.759804,52.373699
4678,"XI","-",599094,599681,"YKR085C",1,588,"MSTRG.4018","MRPL20",158.452377,100.970406,246.314636,137.708206,215.277206,114.158348,331.190491,187.316925,255.452362,132.207962,243.685379,130.551666
4679,"XI","+",599857,603072,"YKR086W",1,3216,"MSTRG.4019","PRP16",21.305037,13.57618,23.131842,12.932421,26.25,13.919991,26.740982,15.124343,28.376244,14.685968,25.822449,13.834083
4680,"XI","-",603195,604232,"YKR087C",1,1038,"MSTRG.4020","OMA1",77.122353,49.144577,97.2052,54.344936,94.606934,50.168671,93.222542,52.725426,89.325623,46.229984,89.200386,47.78809
4681,"XI","-",604405,605418,"YKR088C",1,1014,"MSTRG.4021","TVP38",95.891518,61.104828,100.435898,56.151138,110.019722,58.341846,118.776131,67.178192,128.730774,66.623901,126.191322,67.60556
4682,"XI","-",605633,608365,"YKR089C",1,2733,"MSTRG.4022","TGL4",104.373589,66.50985,107.889854,60.318455,114.620926,60.781796,80.64325,45.610748,96.791428,50.093868,103.240395,55.309864
4683,"XI","+",608946,611066,"YKR090W",1,2121,"MSTRG.4014","PXL1",42.901463,27.338043,49.517681,27.684069,51.729843,27.431578,48.507309,27.435087,58.864216,30.464849,52.157001,27.942518
4684,"XI","+",611525,612265,"YKR091W",1,741,"MSTRG.4023","SRL3",74.148445,47.249516,122.317139,68.384377,93.12146,49.380947,62.085022,35.11446,65.14035,33.713028,64.838058,34.736248
4685,"XI","+",612445,612668,"MSTRG.4024.1",1,224,"MSTRG.4024",".",88.379463,56.317932,93.89286,52.493095,97.776787,51.849598,171.191971,96.823898,196.526779,101.711349,142.254471,76.211212
4686,"XI","-",612665,613885,"YKR092C",1,1221,"MSTRG.4025","SRP40",134.090088,85.446053,115.139229,64.371399,182.343979,96.694336,228.321884,129.135818,320.063049,165.646866,232.563492,124.593239
4687,"XI",".",614124,614880,"MSTRG.4026.1",1,757,"MSTRG.4026",".",2.396301,1.526992,4.445179,2.485186,3.260238,1.728856,2.116248,1.196922,5.060766,2.619172,3.330251,1.784144
4688,"XI","+",615730,617535,"YKR093W",1,1806,"MSTRG.4029","PTR2",79.267441,50.511486,95.369881,53.318859,91.422478,48.479996,38.6423,21.85557,37.568661,19.443453,44.066444,23.608095
4689,"XI","-",617996,618750,"YKR094C",2,387,"MSTRG.4028","RPL40B",3552.300049,2263.627441,3457.26123,1932.866211,4185.371582,2219.441162,3587.685059,2029.146729,4514.333008,2336.368164,4135.746582,2215.678955
4690,"XI",".",619187,619460,"MSTRG.4027.1",1,274,"MSTRG.4027",".",0,0,0,0,0,0,2.536496,1.434608,0.492701,0.254995,0.737226,0.39496
4691,"XI","+",619805,625432,"YKR095W",1,5628,"MSTRG.4030","MLP1",38.803127,24.726467,40.099503,22.418606,39.544422,20.969828,36.510307,20.649742,47.337597,24.499311,40.923241,21.92416
4692,"XI","+",625864,626205,"YKR095W-A",2,267,"MSTRG.4031","PCC1",109.801498,69.968666,122.932587,68.728462,135.39325,71.79705,182.209717,103.055389,175.505615,90.831963,134.014969,71.796989
4693,"XI","+",626793,630380,"YKR096W",1,3588,"MSTRG.4032","ESL2",36.749722,23.417976,39.906914,22.310934,38.446487,20.387608,31.514494,17.824177,34.13155,17.664595,35.443981,18.988708
4694,"XI","+",631152,632801,"YKR097W",1,1650,"MSTRG.4033","PCK1",50.276363,32.03754,41.891514,23.420471,71.803635,38.076412,24.287273,13.736558,24.857576,12.864901,16.532728,8.857221
4695,"XI","-",633026,635179,"YKR098C",1,2154,"MSTRG.4034","UBP11",37.648098,23.990448,49.90947,27.903107,47.014393,24.931042,35.199627,19.90844,35.119312,18.175806,38.631382,20.696323
4696,"XI","+",635851,638286,"YKR099W",1,2436,"MSTRG.4035","BAS1",40.013138,25.497519,46.412971,25.948305,55.655174,29.513123,32.805008,18.554075,38.247536,19.7948,28.354677,15.190695
4697,"XI","+",638484,638897,"MSTRG.4036.1",1,414,"MSTRG.4036",".",51.705315,32.948109,53.10387,29.689014,53.54348,28.393324,50.106281,28.339445,45.903381,23.75704,52.657005,28.21039
4698,"XI","-",638901,639968,"YKR100C",1,1068,"MSTRG.4037","SKG1",118.745316,75.667923,133.192886,74.464729,139.943817,74.210159,123.736893,69.983932,137.036514,70.922493,130.731277,70.037788
4699,"XI","+",640540,642504,"YKR101W",1,1965,"MSTRG.4038","SIR1",33.965393,21.643723,42.21476,23.601192,44.733841,23.721701,25.928244,14.664669,33.012722,17.085552,30.538933,16.360884
4700,"XI","+",646356,649865,"YKR102W",1,3510,"MSTRG.4039","FLO10",14.461253,9.215126,13.012536,7.274976,15.237892,8.080431,12.958499,7.329154,13.750142,7.11631,12.495727,6.694443
4701,"XI","+",653080,656736,"YKR103W",1,3657,"MSTRG.4040","NFT1",8.842768,5.634865,10.195516,5.700052,9.371069,4.969341,8.435056,4.770755,6.867925,3.554457,8.640963,4.629297
4702,"XI","+",656836,657756,"YKR104W",1,921,"MSTRG.4041","YKR104W",20.218243,12.883644,15.844734,8.858385,16.97937,9.003911,13.587406,7.684855,14.776329,7.647408,12.469055,6.680154
4703,"XI","-",658282,658542,"MSTRG.4042.1",1,261,"MSTRG.4042",".",1.544061,0.98392,5.091954,2.846781,3.095785,1.641649,2.747127,1.553738,3.597701,1.86197,0.934866,0.500844
4704,"XI","-",658716,660464,"YKR105C",1,1749,"MSTRG.4043","VBA5",12.600058,8.029119,12.78016,7.14506,14.323899,7.595754,18.005432,10.183633,20.415667,10.566015,15.146941,8.114801
4705,"XI","+",661442,663289,"YKR106W",1,1848,"MSTRG.4044","GEX2",13.426407,8.555692,14.548972,8.133958,15.64881,8.298334,15.273809,8.638663,18.450758,9.549088,16.587933,8.886796
4706,"XII","-",310,11249,"MSTRG.4100.1",3,5092,"MSTRG.4100",".",9.006214,5.739018,8.19395,4.581028,12.144835,6.440228,19.220091,10.870627,18.499239,9.57418,13.082345,7.008718
4707,"XII","-",310,11249,"MSTRG.4100.2",2,5405,"MSTRG.4100",".",0.303365,0.193313,0.458144,0.256137,1.058017,0.561051,2.966408,1.677761,8.097742,4.190942,0.740168,0.396537
4708,"XII","-",310,11249,"MSTRG.4100.3",3,5200,"MSTRG.4100",".",1.687428,1.075277,2.347104,1.312206,5.123948,2.717155,6.340263,3.585968,8.532369,4.41588,2.197757,1.177423
4709,"XII","-",310,11249,"MSTRG.4100.4",3,5200,"MSTRG.4100",".",1.156742,0.737109,1.315812,0.735637,6.009525,3.186763,5.7989,3.279781,5.106677,2.642933,2.61689,1.401969
4710,"XII","-",310,11249,"MSTRG.4100.5",2,5405,"MSTRG.4100",".",2.214094,1.410884,0.581814,0.325277,8.477626,4.495561,2.485292,1.405648,8.056926,4.169817,2.66925,1.43002
4711,"XII","-",310,11249,"MSTRG.4100.6",3,5200,"MSTRG.4100",".",0.714213,0.455117,1.083907,0.605985,2.30536,1.222499,5.755082,3.254998,9.70752,5.024073,0.967411,0.518279
4712,"XII","-",310,11249,"MSTRG.4100.7",2,5405,"MSTRG.4100",".",1.000399,0.637483,0.690812,0.386215,4.423073,2.345491,2.517013,1.423589,3.336989,1.72704,0.295805,0.158474
4713,"XII","-",310,11249,"MSTRG.4100.8",3,5092,"MSTRG.4100",".",1.267639,0.807776,2.378452,1.329732,1.58233,0.839086,3.21025,1.815675,1.443462,0.747056,1.754804,0.940116
4714,"XII","-",310,11249,"MSTRG.4100.9",2,5405,"MSTRG.4100",".",5.233673,3.335047,4.772846,2.668376,6.974652,3.698556,7.184917,4.063693,6.104947,3.159582,6.974844,3.736693
4715,"XII","-",336,11194,"MSTRG.4100.12",3,5119,"MSTRG.4100",".",1.199747,0.764513,0.454359,0.25402,0.980354,0.519867,3.247203,1.836575,12.669708,6.557137,0.720664,0.386088
4716,"XII","-",336,11194,"MSTRG.4100.13",4,4903,"MSTRG.4100",".",1.721838,1.097205,0,0,7.050119,3.738575,3.148494,1.780746,0,0,0,0
4717,"XII","-",336,11194,"MSTRG.4100.14",3,5288,"MSTRG.4100",".",0,0,5.099554,2.85103,0.931797,0.494118,0,0,0,0,0,0
4718,"XII","-",336,11194,"MSTRG.4100.16",3,5119,"MSTRG.4100",".",0.360418,0.229669,1.089015,0.60884,5.392892,2.859771,2.652213,1.500056,1.866583,0.96604,1.119685,0.599858
4719,"XII","-",336,11194,"MSTRG.4100.17",4,4903,"MSTRG.4100",".",1.163544,0.741444,0,0,1.656091,0.878201,1.040576,0.588536,0,0,0,0
4720,"XII","-",336,11194,"MSTRG.4100.18",2,5180,"MSTRG.4100",".",0.748263,0.476815,0,0,1.238382,0.656696,3.47382,1.964746,0,0,0,0
4721,"XII","-",336,11194,"MSTRG.4100.19",2,5108,"MSTRG.4100",".",0.457504,0.291535,0.24754,0.138393,1.091094,0.578591,0.713921,0.403784,0,0,0,0
4722,"XII","-",336,11196,"MSTRG.4100.11",2,5326,"MSTRG.4100",".",0.818111,0.521324,1.081593,0.604691,2.217435,1.175873,4.830765,2.732216,6.560472,3.395336,0.999786,0.535624
4723,"XII","-",336,11231,"MSTRG.4100.10",3,5156,"MSTRG.4100",".",0.548671,0.349629,2.109626,1.179438,1.599814,0.848358,1.323873,0.748765,6.992794,3.619082,0.5223,0.279816
4724,"XII","-",336,11231,"MSTRG.4100.15",4,5181,"MSTRG.4100",".",0,0,0.811022,0.453422,0,0,0,0,0,0,0,0
4725,"XII","-",353,11231,"MSTRG.4100.20",3,5200,"MSTRG.4100",".",0,0,1.094019,0.611638,0,0,1.453648,0.822164,0,0,1.769887,0.948197
4726,"XII","-",353,11231,"MSTRG.4100.21",5,4959,"MSTRG.4100",".",0,0,0.731195,0.408792,0,0,0,0,0,0,0,0
4727,"XII","-",353,11231,"MSTRG.4100.22",4,4959,"MSTRG.4100",".",0,0,2.072616,1.158747,0,0,0,0,3.838196,1.986437,0,0
4728,"XII","-",353,11231,"MSTRG.4100.23",4,4995,"MSTRG.4100",".",0,0,2.643284,1.477792,0,0,0,0,0,0,0,0
4729,"XII","-",353,11231,"MSTRG.4100.24",4,4995,"MSTRG.4100",".",0,0,2.796821,1.563631,0,0,2.650016,1.498814,0,0,2.167626,1.161281
4730,"XII","-",353,11231,"MSTRG.4100.25",4,5164,"MSTRG.4100",".",0,0,0.592207,0.331088,0,0,0,0,0,0,0,0
4731,"XII","-",353,11231,"MSTRG.4100.26",2,5308,"MSTRG.4100",".",0,0,1.90529,1.065199,0,0,2.970698,1.680187,0,0,0,0
4732,"XII","-",353,11231,"MSTRG.4100.27",4,5164,"MSTRG.4100",".",0,0,0.618869,0.345994,0,0,0,0,0,0,0,0
4733,"XII","-",353,11231,"MSTRG.4100.28",5,4959,"MSTRG.4100",".",0,0,1.445955,0.808396,0,0,0,0,0,0,0,0
4734,"XII","-",376,11196,"MSTRG.4100.29",2,5286,"MSTRG.4100",".",0.95003,0.605386,0.811304,0.453579,1.816514,0.963271,0.637823,0.360744,2.680271,1.387159,1.430003,0.766108
