"","ID","Description","Count","GeneRatio","geneID"
"GO:0009349","GO:0009349","riboflavin synthase complex",0,"0/157",""
"GO:0009358","GO:0009358","polyphosphate kinase complex",0,"0/157",""
"GO:0009930","GO:0009930","longitudinal side of cell surface",0,"0/157",""
"GO:0020007","GO:0020007","apical complex",0,"0/157",""
"GO:0020008","GO:0020008","rhoptry",0,"0/157",""
"GO:0020031","GO:0020031","polar ring of apical complex",0,"0/157",""
"GO:0020032","GO:0020032","basal ring of apical complex",0,"0/157",""
"GO:0020039","GO:0020039","pellicle",0,"0/157",""
"GO:0030312","GO:0030312","external encapsulating structure",0,"0/157",""
"GO:0030427","GO:0030427","site of polarized growth",0,"0/157",""
"GO:0030428","GO:0030428","cell septum",0,"0/157",""
"GO:0030496","GO:0030496","midbody",0,"0/157",""
"GO:0030904","GO:0030904","retromer complex",0,"0/157",""
"GO:0030905","GO:0030905","retromer, tubulation complex",0,"0/157",""
"GO:0030906","GO:0030906","retromer, cargo-selective complex",0,"0/157",""
"GO:0031254","GO:0031254","cell trailing edge",0,"0/157",""
"GO:0031317","GO:0031317","tripartite ATP-independent periplasmic transporter complex",0,"0/157",""
"GO:0031912","GO:0031912","oral apparatus",0,"0/157",""
"GO:0032126","GO:0032126","eisosome",0,"0/157",""
"GO:0032153","GO:0032153","cell division site",0,"0/157",""
"GO:0032155","GO:0032155","cell division site part",0,"0/157",""
"GO:0032179","GO:0032179","germ tube",0,"0/157",""
"GO:0033016","GO:0033016","rhoptry membrane",0,"0/157",""
"GO:0033774","GO:0033774","basal labyrinth",0,"0/157",""
"GO:0034591","GO:0034591","rhoptry lumen",0,"0/157",""
"GO:0035748","GO:0035748","myelin sheath abaxonal region",0,"0/157",""
"GO:0035749","GO:0035749","myelin sheath adaxonal region",0,"0/157",""
"GO:0042597","GO:0042597","periplasmic space",0,"0/157",""
"GO:0042763","GO:0042763","intracellular immature spore",0,"0/157",""
"GO:0043209","GO:0043209","myelin sheath",0,"0/157",""
"GO:0043218","GO:0043218","compact myelin",0,"0/157",""
"GO:0043219","GO:0043219","lateral loop",0,"0/157",""
"GO:0043220","GO:0043220","Schmidt-Lanterman incisure",0,"0/157",""
"GO:0044099","GO:0044099","polar tube",0,"0/157",""
"GO:0044457","GO:0044457","cell septum part",0,"0/157",""
"GO:0044462","GO:0044462","external encapsulating structure part",0,"0/157",""
"GO:0045178","GO:0045178","basal part of cell",0,"0/157",""
"GO:0051286","GO:0051286","cell tip",0,"0/157",""
"GO:0060187","GO:0060187","cell pole",0,"0/157",""
"GO:0061835","GO:0061835","ventral surface of cell",0,"0/157",""
"GO:0070056","GO:0070056","prospore membrane leading edge",0,"0/157",""
"GO:0070258","GO:0070258","inner membrane pellicle complex",0,"0/157",""
"GO:0070938","GO:0070938","contractile ring",0,"0/157",""
"GO:0072324","GO:0072324","ascus epiplasm",0,"0/157",""
"GO:0090543","GO:0090543","Flemming body",0,"0/157",""
"GO:0090635","GO:0090635","extracellular core region of desmosome",0,"0/157",""
"GO:0090636","GO:0090636","outer dense plaque of desmosome",0,"0/157",""
"GO:0090637","GO:0090637","inner dense plaque of desmosome",0,"0/157",""
"GO:0097268","GO:0097268","cytoophidium",0,"0/157",""
"GO:0097569","GO:0097569","lateral shield",0,"0/157",""
"GO:0097574","GO:0097574","lateral part of cell",0,"0/157",""
"GO:0097610","GO:0097610","cell surface furrow",0,"0/157",""
"GO:0097613","GO:0097613","dinoflagellate epicone",0,"0/157",""
"GO:0097614","GO:0097614","dinoflagellate hypocone",0,"0/157",""
"GO:0097653","GO:0097653","unencapsulated part of cell",0,"0/157",""
"GO:0097683","GO:0097683","dinoflagellate apex",0,"0/157",""
"GO:0097684","GO:0097684","dinoflagellate antapex",0,"0/157",""
"GO:0140022","GO:0140022","cnida",0,"0/157",""
"GO:1990015","GO:1990015","ensheathing process",0,"0/157",""
"GO:1990016","GO:1990016","neck portion of tanycyte",0,"0/157",""
"GO:1990018","GO:1990018","tail portion of tanycyte",0,"0/157",""
"GO:1990204","GO:1990204","oxidoreductase complex",0,"0/157",""
"GO:1990225","GO:1990225","rhoptry neck",0,"0/157",""
"GO:1990455","GO:1990455","PTEN phosphatase complex",0,"0/157",""
"GO:1990722","GO:1990722","DAPK1-calmodulin complex",0,"0/157",""
"GO:1990794","GO:1990794","basolateral part of cell",0,"0/157",""
"GO:0031594","GO:0031594","neuromuscular junction",0,"0/157",""
"GO:0060076","GO:0060076","excitatory synapse",0,"0/157",""
"GO:0060077","GO:0060077","inhibitory synapse",0,"0/157",""
"GO:0097470","GO:0097470","ribbon synapse",0,"0/157",""
"GO:0098685","GO:0098685","Schaffer collateral - CA1 synapse",0,"0/157",""
"GO:0098690","GO:0098690","glycinergic synapse",0,"0/157",""
"GO:0098691","GO:0098691","dopaminergic synapse",0,"0/157",""
"GO:0098692","GO:0098692","noradrenergic synapse",0,"0/157",""
"GO:0098978","GO:0098978","glutamatergic synapse",0,"0/157",""
"GO:0098979","GO:0098979","polyadic synapse",0,"0/157",""
"GO:0098981","GO:0098981","cholinergic synapse",0,"0/157",""
"GO:0098982","GO:0098982","GABA-ergic synapse",0,"0/157",""
"GO:0099154","GO:0099154","serotonergic synapse",0,"0/157",""
"GO:0099192","GO:0099192","cerebellar Golgi cell to granule cell synapse",0,"0/157",""
"GO:0009506","GO:0009506","plasmodesma",0,"0/157",""
"GO:0005818","GO:0005818","aster",0,"0/157",""
"GO:0097740","GO:0097740","paraflagellar rod",0,"0/157",""
"GO:0097741","GO:0097741","mastigoneme",0,"0/157",""
