"","ID","Description","Count","GeneRatio","geneID"
"GO:0030155","GO:0030155","regulation of cell adhesion",31,"31/1001","2064/9655/961/10272/2046/284217/54518/3910/6494/10562/1991/960/650/94/2294/1029/10276/7292/81/4287/207/8744/25865/2651/1949/4088/8751/3987/3685/8764/916"
"GO:0019953","GO:0019953","sexual reproduction",30,"30/1001","79989/1268/7320/170690/10272/5139/676/23399/136332/339345/2296/642636/10461/55706/552/4436/114792/4880/226/1499/148327/207/219793/440822/51742/94027/84750/2583/29947/6895"
"GO:0002253","GO:0002253","activation of immune response",30,"30/1001","3656/10318/51311/1675/5686/54941/81035/660/3845/7520/9491/5336/4584/11213/51284/92747/9564/3320/285852/3662/25865/6885/64135/2099/57115/57590/81793/7456/916/10462"
"GO:0042330","GO:0042330","taxis",28,"28/1001","729920/2064/4917/2046/2321/10752/152330/1991/3845/6355/11240/2887/51332/51411/2048/9564/1796/8633/25865/6092/1949/284340/4088/9241/5155/3053/3084/3685"
"GO:0048589","GO:0048589","developmental growth",26,"26/1001","5449/9201/10439/406984/2296/4322/9839/6663/6456/4692/51804/51393/4880/1499/207/6531/2099/9362/4088/8751/9241/3084/57057/85301/6895/2016"
"GO:0051301","GO:0051301","cell division",25,"25/1001","84101/54443/64151/151011/22897/7484/219790/126731/91782/112574/3214/9564/55835/3993/56241/10807/27443/51289/1058/8452/5155/3552/5119/25909/27338"
"GO:0040017","GO:0040017","positive regulation of locomotion",25,"25/1001","55140/4318/2321/4193/1991/6355/650/9564/306/2294/81/207/4920/25865/6648/2651/284340/4088/5155/154810/3552/3685/84299/256158/147372"
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization",25,"25/1001","2064/408/51311/54471/4193/9501/2645/5734/150577/10411/2695/64328/90427/7292/10626/64135/322/79753/4826/3552/25924/3084/5366/192683/9919"
"GO:0050900","GO:0050900","leukocyte migration",24,"24/1001","11035/8832/961/4318/2321/5669/6402/5734/8793/1991/960/326/3845/6355/11240/10461/5624/613/3683/4920/284340/5155/3552/3685"
"GO:0016458","GO:0016458","gene silencing",22,"22/1001","7320/1786/406984/3181/55706/29128/3020/126961/9869/22893/55553/2099/57708/4088/79753/440822/4848/3066/8021/5119/9555/6895"
"GO:0044089","GO:0044089","positive regulation of cellular component biogenesis",22,"22/1001","23300/54443/10411/57451/158297/2048/84464/90427/2764/8027/1499/85477/2099/4088/49856/3987/4848/7456/5366/84299/545/83715"
"GO:0045785","GO:0045785","positive regulation of cell adhesion",21,"21/1001","2064/9655/961/10272/54518/10562/1991/960/2294/10276/7292/207/8744/25865/2651/1949/4088/3987/3685/8764/916"
"GO:0007389","GO:0007389","pattern specification process",20,"20/1001","92749/25914/55036/2719/23322/2296/57453/9839/3214/58524/650/2294/5100/1499/6434/4920/4088/9241/57057/2016"
"GO:0051051","GO:0051051","negative regulation of transport",20,"20/1001","1268/8832/51311/80725/29091/4318/7881/5734/7850/1149/2887/2048/2294/613/207/7295/79651/3084/192683/3685"
"GO:0001503","GO:0001503","ossification",19,"19/1001","249/10272/5179/4318/387733/2719/5734/2296/4322/650/4880/1499/207/4920/7020/2201/4088/9241/3183"
"GO:0007568","GO:0007568","aging",19,"19/1001","1268/2915/5179/5449/2956/4101/3845/29842/4436/1029/207/5549/6648/6531/5933/3987/2706/2729/545"
"GO:0090130","GO:0090130","tissue migration",18,"18/1001","4318/54443/406984/3849/9839/56999/9564/306/94/70/2294/8742/207/25865/5155/154810/6286/147372"
"GO:0002683","GO:0002683","negative regulation of immune system process",17,"17/1001","2064/1268/9655/8832/10272/5734/54941/11240/10461/11213/92747/2294/613/1499/7292/3662/6895"
"GO:0045926","GO:0045926","negative regulation of growth",17,"17/1001","5538/1511/3172/6494/2719/406984/1991/4853/94/1029/4496/4088/322/8751/9241/84289/23677"
"GO:0048871","GO:0048871","multicellular organismal homeostasis",17,"17/1001","1268/1258/6338/66002/2296/3845/1149/4692/1499/7466/4159/2651/6340/1364/5576/3552/1001"
"GO:0050817","GO:0050817","coagulation",17,"17/1001","408/51266/3172/953/5336/10461/830/4778/3020/5624/126961/207/2162/5576/5155/3066/3053"
"GO:0051606","GO:0051606","detection of stimulus",17,"17/1001","7320/408/114780/1258/390195/390649/8387/26533/10893/2645/150681/219869/6295/80036/2294/54429/57115"
"GO:0031503","GO:0031503","protein-containing complex localization",17,"17/1001","79989/29091/1759/3181/9887/55706/27091/6103/9939/55722/56001/91828/3921/55153/8021/10250/545"
"GO:0051235","GO:0051235","maintenance of location",17,"17/1001","79085/219931/201140/114882/5336/1149/148867/207/775/2512/85477/2201/23230/387129/7295/3685/2583"
"GO:0032259","GO:0032259","methylation",16,"16/1001","80335/11137/1786/9718/3312/51106/1499/3662/9869/92342/3006/124512/10919/51742/29947/9555"
"GO:0007626","GO:0007626","locomotory behavior",16,"16/1001","2915/5179/1759/7345/10752/2695/58524/2764/3766/1497/4159/6531/1949/23230/3084/83715"
"GO:0050673","GO:0050673","epithelial cell proliferation",16,"16/1001","2064/2321/2719/3849/650/51804/94/8742/1499/207/25865/2099/4088/9241/5155/1001"
"GO:0061919","GO:0061919","process utilizing autophagic mechanism",16,"16/1001","9342/219931/7345/3312/9554/5563/6048/8925/90427/8027/3320/56893/207/6885/23230/23677"
"GO:0044706","GO:0044706","multi-multicellular organism process",16,"16/1001","1268/4318/5066/5669/412/3845/2695/29842/552/1828/207/2099/1364/5676/5680/2706"
"GO:0033002","GO:0033002","muscle cell proliferation",15,"15/1001","4318/4193/406984/2296/1991/7520/4880/1499/5136/84466/207/93649/9241/5155/57057"
"GO:0043900","GO:0043900","regulation of multi-organism process",15,"15/1001","1268/10318/1511/5139/24138/3312/54941/1991/4880/57115/163702/23435/3685/10410/6895"
"GO:0007611","GO:0007611","learning or memory",14,"14/1001","1268/5923/2915/8516/7881/8811/3845/23152/2695/164312/2048/2764/1497/729956"
"GO:0007059","GO:0007059","chromosome segregation",14,"14/1001","7320/84101/64151/91782/642636/55706/4439/84464/1499/1058/8452/5119/25909/9555"
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",14,"14/1001","79989/7320/408/5139/676/2296/4436/114792/4880/1499/207/6092/29947/6895"
"GO:0071804","GO:0071804","cellular potassium ion transport",13,"13/1001","80333/1258/7881/8811/90134/51305/3766/3752/285195/776/348980/81033/6507"
"GO:0051321","GO:0051321","meiotic cell cycle",13,"13/1001","7320/5139/2956/676/339345/642636/55706/4439/4436/84464/4880/440822/29947"
"GO:0040013","GO:0040013","negative regulation of locomotion",13,"13/1001","5734/406984/1991/114882/11240/56999/94/613/6092/93649/8751/9241/3084"
"GO:1903829","GO:1903829","positive regulation of cellular protein localization",13,"13/1001","2064/54471/4193/150577/10411/64328/2048/90427/207/79753/3084/5366/9919"
"GO:0045927","GO:0045927","positive regulation of growth",12,"12/1001","2064/5449/29842/552/3020/51393/7466/207/6531/9362/3084/57057"
"GO:0006457","GO:0006457","protein folding",12,"12/1001","23071/22926/3312/4880/134266/3320/7466/10294/64175/10049/84750/8425"
"GO:0001763","GO:0001763","morphogenesis of a branching structure",12,"12/1001","170690/2719/7484/3845/6663/650/51804/2294/1499/2099/9241/57057"
"GO:0070085","GO:0070085","glycosylation",11,"11/1001","729920/10585/66008/79623/4584/10317/92949/2651/84750/84002/2583"
"GO:0022406","GO:0022406","membrane docking",11,"11/1001","9342/1454/84902/7277/23322/22897/9751/55835/3320/55722/10382"
"GO:1903046","GO:1903046","meiotic cell cycle process",11,"11/1001","7320/5139/2956/676/339345/642636/55706/4439/4436/84464/29947"
"GO:0035637","GO:0035637","multicellular organismal signaling",11,"11/1001","80333/157378/552/27091/58524/4880/775/3752/776/81033/113146"
"GO:0021700","GO:0021700","developmental maturation",11,"11/1001","2046/5139/29842/6663/650/94/4880/1499/5972/1001/4774"
"GO:0051091","GO:0051091","positive regulation of DNA binding transcription factor activity",11,"11/1001","3656/11035/3845/11213/306/1499/207/25865/6885/93649/2099"
"GO:0070661","GO:0070661","leukocyte proliferation",10,"10/1001","2064/11035/3614/6355/1499/7292/8744/64343/22806/916"
"GO:0031424","GO:0031424","keratinization",10,"10/1001","730755/3849/43849/81858/1828/643418/6707/3887/196374/1001"
"GO:0043901","GO:0043901","negative regulation of multi-organism process",10,"10/1001","10318/1511/24138/54941/1991/4880/23435/3685/10410/6895"
"GO:0030534","GO:0030534","adult behavior",9,"9/1001","1759/7345/10752/2695/58524/3766/1497/1949/3066"
"GO:0008037","GO:0008037","cell recognition",9,"9/1001","1268/152330/81035/4692/2048/226/84466/6092/1949"
"GO:0019827","GO:0019827","stem cell population maintenance",9,"9/1001","10893/339345/7484/4853/2001/1499/9241/4848/84750"
"GO:0035265","GO:0035265","organ growth",9,"9/1001","406984/2296/4322/4880/207/2099/9241/57057/85301"
"GO:0048771","GO:0048771","tissue remodeling",9,"9/1001","4193/2296/10461/4853/94/613/1499/3552/9066"
"GO:0098727","GO:0098727","maintenance of cell number",9,"9/1001","10893/339345/7484/4853/2001/1499/9241/4848/84750"
"GO:0043433","GO:0043433","negative regulation of DNA binding transcription factor activity",9,"9/1001","3656/408/11213/5314/1029/7292/7466/2099/3066"
"GO:0032963","GO:0032963","collagen metabolic process",8,"8/1001","4318/9508/4322/64175/8751/140766/3066/84570"
"GO:0042445","GO:0042445","hormone metabolic process",8,"8/1001","1511/8532/9718/1646/650/2230/5972/2099"
"GO:0002440","GO:0002440","production of molecular mediator of immune response",8,"8/1001","2956/1991/11213/200558/4436/8741/7292/6885"
"GO:0000075","GO:0000075","cell cycle checkpoint",8,"8/1001","84101/4193/57060/4436/55835/9656/4848/545"
"GO:2000241","GO:2000241","regulation of reproductive process",8,"8/1001","1268/7320/5139/339345/4436/4880/1499/2099"
"GO:0019748","GO:0019748","secondary metabolic process",7,"7/1001","54905/5066/1646/9839/1497/2326/1001"
"GO:0019882","GO:0019882","antigen processing and presentation",7,"7/1001","160/5686/9491/9554/830/6456/3685"
"GO:0007272","GO:0007272","ensheathment of neurons",7,"7/1001","2064/6663/1499/207/3766/3084/113146"
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization",7,"7/1001","51311/80725/5734/7850/1149/7295/79651"
"GO:0061351","GO:0061351","neural precursor cell proliferation",6,"6/1001","10763/9839/6663/1499/79801/2016"
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity",6,"6/1001","55327/23322/2294/3993/1058/154810"
"GO:0097194","GO:0097194","execution phase of apoptosis",6,"6/1001","81858/660/1149/10904/27443/207"
"GO:0007585","GO:0007585","respiratory gaseous exchange",6,"6/1001","8929/3340/55967/4692/6439/147372"
"GO:0007623","GO:0007623","circadian rhythm",6,"6/1001","1454/10236/5563/4159/1364/3066"
"GO:0007269","GO:0007269","neurotransmitter secretion",6,"6/1001","9342/55327/8938/3312/9751/9066"
"GO:0001776","GO:0001776","leukocyte homeostasis",5,"5/1001","11035/10461/207/55619/5366"
"GO:0002200","GO:0002200","somatic diversification of immune receptors",5,"5/1001","2956/200558/4436/8741/7292"
"GO:0031294","GO:0031294","lymphocyte costimulation",5,"5/1001","7292/207/1949/8764/916"
"GO:0007631","GO:0007631","feeding behavior",5,"5/1001","1268/7345/8811/4159/5972"
"GO:0006903","GO:0006903","vesicle targeting",5,"5/1001","9342/7109/9554/8452/9919"
"GO:0051651","GO:0051651","maintenance of location in cell",5,"5/1001","207/2512/85477/23230/7295"
"GO:1990748","GO:1990748","cellular detoxification",5,"5/1001","23334/7837/6648/7295/6649"
"GO:0009566","GO:0009566","fertilization",5,"5/1001","642636/114792/226/84750/6895"
"GO:0009791","GO:0009791","post-embryonic development",5,"5/1001","4692/23334/4880/55553/2016"
"GO:0002262","GO:0002262","myeloid cell homeostasis",4,"4/1001","55646/10461/10320/55553"
"GO:0045058","GO:0045058","T cell selection",4,"4/1001","326/4063/3662/916"
"GO:0051705","GO:0051705","multi-organism behavior",4,"4/1001","5179/23152/552/23230"
"GO:0010463","GO:0010463","mesenchymal cell proliferation",4,"4/1001","2719/650/2294/1499"
"GO:0045103","GO:0045103","intermediate filament-based process",4,"4/1001","10763/3849/4287/10049"
"GO:0022602","GO:0022602","ovulation cycle process",4,"4/1001","408/5066/6092/2099"
"GO:0008340","GO:0008340","determination of adult lifespan",4,"4/1001","5449/2956/29842/4436"
"GO:0022404","GO:0022404","molting cycle process",4,"4/1001","94234/1499/3066/1001"
"GO:0035264","GO:0035264","multicellular organism growth",4,"4/1001","5449/4880/6531/6895"
"GO:0042303","GO:0042303","molting cycle",4,"4/1001","94234/1499/3066/1001"
"GO:0042698","GO:0042698","ovulation cycle",4,"4/1001","408/5066/6092/2099"
"GO:0043902","GO:0043902","positive regulation of multi-organism process",4,"4/1001","5139/3312/57115/6895"
"GO:0014823","GO:0014823","response to activity",4,"4/1001","5563/84808/7384/2729"
"GO:0042440","GO:0042440","pigment metabolic process",3,"3/1001","9839/1497/1001"
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity",3,"3/1001","11035/1511/1991"
"GO:0031640","GO:0031640","killing of cells of other organism",3,"3/1001","1511/1991/57115"
"GO:0002507","GO:0002507","tolerance induction",3,"3/1001","326/11213/916"
"GO:0007632","GO:0007632","visual behavior",3,"3/1001","3845/164312/1497"
"GO:0035640","GO:0035640","exploration behavior",3,"3/1001","5179/10752/2695"
"GO:0050795","GO:0050795","regulation of behavior",3,"3/1001","1268/5179/4159"
"GO:0033687","GO:0033687","osteoblast proliferation",3,"3/1001","650/4088/3685"
"GO:0048144","GO:0048144","fibroblast proliferation",3,"3/1001","1499/2099/5155"
"GO:0072089","GO:0072089","stem cell proliferation",3,"3/1001","10763/6663/1499"
"GO:0072111","GO:0072111","cell proliferation involved in kidney development",3,"3/1001","2719/650/5155"
"GO:0006949","GO:0006949","syncytium formation",3,"3/1001","9518/10411/405754"
"GO:0044764","GO:0044764","multi-organism cellular process",3,"3/1001","54941/64135/57115"
"GO:2000242","GO:2000242","negative regulation of reproductive process",3,"3/1001","339345/4436/4880"
"GO:2000243","GO:2000243","positive regulation of reproductive process",3,"3/1001","7320/5139/1499"
"GO:0007586","GO:0007586","digestion",3,"3/1001","248/8972/1646"
"GO:0032922","GO:0032922","circadian regulation of gene expression",3,"3/1001","1454/4159/3066"
"GO:0048066","GO:0048066","developmental pigmentation",3,"3/1001","9839/56999/6663"
"GO:1903828","GO:1903828","negative regulation of cellular protein localization",3,"3/1001","9201/7295/9555"
"GO:1905953","GO:1905953","negative regulation of lipid localization",3,"3/1001","114882/207/3685"
"GO:0043627","GO:0043627","response to estrogen",3,"3/1001","4193/8805/2099"
"GO:0051703","GO:0051703","intraspecies interaction between organisms",3,"3/1001","23152/552/23230"
"GO:0016079","GO:0016079","synaptic vesicle exocytosis",3,"3/1001","9342/9751/9066"
"GO:0031341","GO:0031341","regulation of cell killing",2,"2/1001","11035/57115"
"GO:0044110","GO:0044110","growth involved in symbiotic interaction",2,"2/1001","1511/1991"
"GO:0007625","GO:0007625","grooming behavior",2,"2/1001","552/1497"
"GO:0007635","GO:0007635","chemosensory behavior",2,"2/1001","7466/54429"
"GO:0019098","GO:0019098","reproductive behavior",2,"2/1001","153222/552"
"GO:0014009","GO:0014009","glial cell proliferation",2,"2/1001","5179/6663"
"GO:0000920","GO:0000920","cell separation after cytokinesis",2,"2/1001","91782/5119"
"GO:0019835","GO:0019835","cytolysis",2,"2/1001","3004/57115"
"GO:0033059","GO:0033059","cellular pigmentation",2,"2/1001","9839/1001"
"GO:0036166","GO:0036166","phenotypic switching",2,"2/1001","93649/5155"
"GO:0140029","GO:0140029","exocytic process",2,"2/1001","9342/9751"
"GO:0090220","GO:0090220","chromosome localization to nuclear envelope involved in homologous chromosome segregation",2,"2/1001","7320/642636"
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response",2,"2/1001","7850/240"
"GO:0031128","GO:0031128","developmental induction",2,"2/1001","650/1499"
"GO:0044851","GO:0044851","hair cycle phase",2,"2/1001","1499/1001"
"GO:0048087","GO:0048087","positive regulation of developmental pigmentation",2,"2/1001","9839/56999"
"GO:0034260","GO:0034260","negative regulation of GTPase activity",2,"2/1001","408/23677"
"GO:1900047","GO:1900047","negative regulation of hemostasis",2,"2/1001","5624/5155"
"GO:0042752","GO:0042752","regulation of circadian rhythm",2,"2/1001","1454/5563"
"GO:0048070","GO:0048070","regulation of developmental pigmentation",2,"2/1001","9839/56999"
"GO:0098900","GO:0098900","regulation of action potential",2,"2/1001","1268/775"
"GO:1900046","GO:1900046","regulation of hemostasis",2,"2/1001","5624/5155"
"GO:0043500","GO:0043500","muscle adaptation",2,"2/1001","7138/4088"
"GO:0072376","GO:0072376","protein activation cascade",2,"2/1001","1675/2162"
"GO:1902579","GO:1902579","multi-organism localization",2,"2/1001","55706/8021"
"GO:0045730","GO:0045730","respiratory burst",1,"1/1001","613"
"GO:0070988","GO:0070988","demethylation",1,"1/1001","7320"
"GO:0031343","GO:0031343","positive regulation of cell killing",1,"1/1001","57115"
"GO:0090713","GO:0090713","immunological memory process",1,"1/1001","7292"
"GO:0002209","GO:0002209","behavioral defense response",1,"1/1001","5179"
"GO:0007622","GO:0007622","rhythmic behavior",1,"1/1001","4159"
"GO:0007638","GO:0007638","mechanosensory behavior",1,"1/1001","6507"
"GO:0048520","GO:0048520","positive regulation of behavior",1,"1/1001","5179"
"GO:0051867","GO:0051867","general adaptation syndrome, behavioral process",1,"1/1001","5179"
"GO:0003419","GO:0003419","growth plate cartilage chondrocyte proliferation",1,"1/1001","4880"
"GO:0044340","GO:0044340","canonical Wnt signaling pathway involved in regulation of cell proliferation",1,"1/1001","1499"
"GO:0061323","GO:0061323","cell proliferation involved in heart morphogenesis",1,"1/1001","1499"
"GO:0032196","GO:0032196","transposition",1,"1/1001","54596"
"GO:0043335","GO:0043335","protein unfolding",1,"1/1001","3320"
"GO:0060352","GO:0060352","cell adhesion molecule production",1,"1/1001","81035"
"GO:0007566","GO:0007566","embryo implantation",1,"1/1001","4318"
"GO:0035036","GO:0035036","sperm-egg recognition",1,"1/1001","226"
"GO:0051037","GO:0051037","regulation of transcription involved in meiotic cell cycle",1,"1/1001","676"
"GO:0060710","GO:0060710","chorio-allantoic fusion",1,"1/1001","10049"
"GO:0060767","GO:0060767","epithelial cell proliferation involved in prostate gland development",1,"1/1001","1499"
"GO:0033555","GO:0033555","multicellular organismal response to stress",1,"1/1001","5179"
"GO:0034381","GO:0034381","plasma lipoprotein particle clearance",1,"1/1001","160"
"GO:0045494","GO:0045494","photoreceptor cell maintenance",1,"1/1001","1258"
"GO:0050879","GO:0050879","multicellular organismal movement",1,"1/1001","7138"
"GO:0060384","GO:0060384","innervation",1,"1/1001","84570"
"GO:0097242","GO:0097242","amyloid-beta clearance",1,"1/1001","93649"
"GO:0007571","GO:0007571","age-dependent general metabolic decline",1,"1/1001","6648"
"GO:0043696","GO:0043696","dedifferentiation",1,"1/1001","5155"
"GO:0048532","GO:0048532","anatomical structure arrangement",1,"1/1001","7020"
"GO:1905954","GO:1905954","positive regulation of lipid localization",1,"1/1001","1149"
"GO:0045759","GO:0045759","negative regulation of action potential",1,"1/1001","1268"
"GO:0060302","GO:0060302","negative regulation of cytokine activity",1,"1/1001","9241"
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels",1,"1/1001","160"
"GO:0014854","GO:0014854","response to inactivity",1,"1/1001","114907"
"GO:0014874","GO:0014874","response to stimulus involved in regulation of muscle adaptation",1,"1/1001","114907"
"GO:0061842","GO:0061842","microtubule organizing center localization",1,"1/1001","55706"
"GO:0001502","GO:0001502","cartilage condensation",1,"1/1001","4920"
"GO:0061687","GO:0061687","detoxification of inorganic compound",1,"1/1001","4496"
"GO:0016081","GO:0016081","synaptic vesicle docking",1,"1/1001","9751"
"GO:0016082","GO:0016082","synaptic vesicle priming",1,"1/1001","9342"
"GO:0031629","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane",1,"1/1001","9342"
"GO:0051583","GO:0051583","dopamine uptake involved in synaptic transmission",1,"1/1001","6531"
"GO:0019954","GO:0019954","asexual reproduction",0,"0/1001",""
"GO:0032505","GO:0032505","reproduction of a single-celled organism",0,"0/1001",""
"GO:0061887","GO:0061887","reproduction of symbiont in host",0,"0/1001",""
"GO:0044033","GO:0044033","multi-organism metabolic process",0,"0/1001",""
"GO:1901275","GO:1901275","tartrate metabolic process",0,"0/1001",""
"GO:1901902","GO:1901902","tyrocidine metabolic process",0,"0/1001",""
"GO:1902421","GO:1902421","hydrogen metabolic process",0,"0/1001",""
"GO:1990845","GO:1990845","adaptive thermogenesis",0,"0/1001",""
"GO:0031342","GO:0031342","negative regulation of cell killing",0,"0/1001",""
"GO:0097278","GO:0097278","complement-dependent cytotoxicity",0,"0/1001",""
"GO:0002339","GO:0002339","B cell selection",0,"0/1001",""
"GO:0002404","GO:0002404","antigen sampling in mucosal-associated lymphoid tissue",0,"0/1001",""
"GO:0035172","GO:0035172","hemocyte proliferation",0,"0/1001",""
"GO:0042386","GO:0042386","hemocyte differentiation",0,"0/1001",""
"GO:0006792","GO:0006792","regulation of sulfur utilization",0,"0/1001",""
"GO:0045882","GO:0045882","negative regulation of sulfur utilization",0,"0/1001",""
"GO:0045883","GO:0045883","positive regulation of sulfur utilization",0,"0/1001",""
"GO:0006795","GO:0006795","regulation of phosphorus utilization",0,"0/1001",""
"GO:0045942","GO:0045942","negative regulation of phosphorus utilization",0,"0/1001",""
"GO:0045949","GO:0045949","positive regulation of phosphorus utilization",0,"0/1001",""
"GO:0001545","GO:0001545","primary ovarian follicle growth",0,"0/1001",""
"GO:0001546","GO:0001546","preantral ovarian follicle growth",0,"0/1001",""
"GO:0001550","GO:0001550","ovarian cumulus expansion",0,"0/1001",""
"GO:0007117","GO:0007117","budding cell bud growth",0,"0/1001",""
"GO:0030447","GO:0030447","filamentous growth",0,"0/1001",""
"GO:0042702","GO:0042702","uterine wall growth",0,"0/1001",""
"GO:0080189","GO:0080189","primary growth",0,"0/1001",""
"GO:0080190","GO:0080190","lateral growth",0,"0/1001",""
"GO:0002210","GO:0002210","behavioral response to wounding",0,"0/1001",""
"GO:0030537","GO:0030537","larval behavior",0,"0/1001",""
"GO:0032537","GO:0032537","host-seeking behavior",0,"0/1001",""
"GO:0035187","GO:0035187","hatching behavior",0,"0/1001",""
"GO:0040040","GO:0040040","thermosensory behavior",0,"0/1001",""
"GO:0042630","GO:0042630","behavioral response to water deprivation",0,"0/1001",""
"GO:0048266","GO:0048266","behavioral response to pain",0,"0/1001",""
"GO:0048521","GO:0048521","negative regulation of behavior",0,"0/1001",""
"GO:0051780","GO:0051780","behavioral response to nutrient",0,"0/1001",""
"GO:0060273","GO:0060273","crying behavior",0,"0/1001",""
"GO:0060756","GO:0060756","foraging behavior",0,"0/1001",""
"GO:0061744","GO:0061744","motor behavior",0,"0/1001",""
"GO:0071625","GO:0071625","vocalization behavior",0,"0/1001",""
"GO:0001833","GO:0001833","inner cell mass cell proliferation",0,"0/1001",""
"GO:0001834","GO:0001834","trophectodermal cell proliferation",0,"0/1001",""
"GO:0002174","GO:0002174","mammary stem cell proliferation",0,"0/1001",""
"GO:0002941","GO:0002941","synoviocyte proliferation",0,"0/1001",""
"GO:0035726","GO:0035726","common myeloid progenitor cell proliferation",0,"0/1001",""
"GO:0035736","GO:0035736","cell proliferation involved in compound eye morphogenesis",0,"0/1001",""
"GO:0035988","GO:0035988","chondrocyte proliferation",0,"0/1001",""
"GO:0036093","GO:0036093","germ cell proliferation",0,"0/1001",""
"GO:0048134","GO:0048134","germ-line cyst formation",0,"0/1001",""
"GO:0051450","GO:0051450","myoblast proliferation",0,"0/1001",""
"GO:0060722","GO:0060722","cell proliferation involved in embryonic placenta development",0,"0/1001",""
"GO:0070341","GO:0070341","fat cell proliferation",0,"0/1001",""
"GO:0071335","GO:0071335","hair follicle cell proliferation",0,"0/1001",""
"GO:0071838","GO:0071838","cell proliferation in bone marrow",0,"0/1001",""
"GO:0090255","GO:0090255","cell proliferation involved in imaginal disc-derived wing morphogenesis",0,"0/1001",""
"GO:0097360","GO:0097360","chorionic trophoblast cell proliferation",0,"0/1001",""
"GO:1990654","GO:1990654","sebum secreting cell proliferation",0,"0/1001",""
"GO:2000793","GO:2000793","cell proliferation involved in heart valve development",0,"0/1001",""
"GO:0043610","GO:0043610","regulation of carbohydrate utilization",0,"0/1001",""
"GO:0010496","GO:0010496","intercellular transport",0,"0/1001",""
"GO:0006276","GO:0006276","plasmid maintenance",0,"0/1001",""
"GO:0010118","GO:0010118","stomatal movement",0,"0/1001",""
"GO:0016037","GO:0016037","light absorption",0,"0/1001",""
"GO:0034337","GO:0034337","RNA folding",0,"0/1001",""
"GO:0035212","GO:0035212","cell competition in a multicellular organism",0,"0/1001",""
"GO:0035638","GO:0035638","signal maturation",0,"0/1001",""
"GO:0044663","GO:0044663","establishment or maintenance of cell type involved in phenotypic switching",0,"0/1001",""
"GO:0060242","GO:0060242","contact inhibition",0,"0/1001",""
"GO:0071554","GO:0071554","cell wall organization or biogenesis",0,"0/1001",""
"GO:0090485","GO:0090485","chromosome number maintenance",0,"0/1001",""
"GO:0090618","GO:0090618","DNA clamp unloading",0,"0/1001",""
"GO:0097528","GO:0097528","execution phase of necroptosis",0,"0/1001",""
"GO:0043609","GO:0043609","regulation of carbon utilization",0,"0/1001",""
"GO:0006808","GO:0006808","regulation of nitrogen utilization",0,"0/1001",""
"GO:0019676","GO:0019676","ammonia assimilation cycle",0,"0/1001",""
"GO:0045847","GO:0045847","negative regulation of nitrogen utilization",0,"0/1001",""
"GO:0045848","GO:0045848","positive regulation of nitrogen utilization",0,"0/1001",""
"GO:0000728","GO:0000728","gene conversion at mating-type locus, DNA double-strand break formation",0,"0/1001",""
"GO:0000734","GO:0000734","gene conversion at mating-type locus, DNA repair synthesis",0,"0/1001",""
"GO:0000742","GO:0000742","karyogamy involved in conjugation with cellular fusion",0,"0/1001",""
"GO:0000743","GO:0000743","nuclear migration involved in conjugation with cellular fusion",0,"0/1001",""
"GO:0002077","GO:0002077","acrosome matrix dispersal",0,"0/1001",""
"GO:0007299","GO:0007299","ovarian follicle cell-cell adhesion",0,"0/1001",""
"GO:0007300","GO:0007300","ovarian nurse cell to oocyte transport",0,"0/1001",""
"GO:0007303","GO:0007303","cytoplasmic transport, nurse cell to oocyte",0,"0/1001",""
"GO:0007316","GO:0007316","pole plasm RNA localization",0,"0/1001",""
"GO:0007318","GO:0007318","pole plasm protein localization",0,"0/1001",""
"GO:0007340","GO:0007340","acrosome reaction",0,"0/1001",""
"GO:0007343","GO:0007343","egg activation",0,"0/1001",""
"GO:0007344","GO:0007344","pronuclear fusion",0,"0/1001",""
"GO:0007534","GO:0007534","gene conversion at mating-type locus",0,"0/1001",""
"GO:0007543","GO:0007543","sex determination, somatic-gonadal interaction",0,"0/1001",""
"GO:0009846","GO:0009846","pollen germination",0,"0/1001",""
"GO:0009856","GO:0009856","pollination",0,"0/1001",""
"GO:0009859","GO:0009859","pollen hydration",0,"0/1001",""
"GO:0009875","GO:0009875","pollen-pistil interaction",0,"0/1001",""
"GO:0009876","GO:0009876","pollen adhesion",0,"0/1001",""
"GO:0010069","GO:0010069","zygote asymmetric cytokinesis in embryo sac",0,"0/1001",""
"GO:0010183","GO:0010183","pollen tube guidance",0,"0/1001",""
"GO:0010344","GO:0010344","seed oilbody biogenesis",0,"0/1001",""
"GO:0010588","GO:0010588","cotyledon vascular tissue pattern formation",0,"0/1001",""
"GO:0010708","GO:0010708","heteroduplex formation involved in gene conversion at mating-type locus",0,"0/1001",""
"GO:0018985","GO:0018985","pronuclear envelope synthesis",0,"0/1001",""
"GO:0022413","GO:0022413","reproductive process in single-celled organism",0,"0/1001",""
"GO:0030709","GO:0030709","border follicle cell delamination",0,"0/1001",""
