"","ID","Description","Count","GeneRatio","geneID"
"GO:0090130","GO:0090130","tissue migration",18,"18/910","4318/54443/406984/9839/56999/7040/9564/9734/94/2324/70/2294/8742/25865/154810/6286/51057/147372"
"GO:0061919","GO:0061919","process utilizing autophagic mechanism",16,"16/910","9342/219931/23192/9554/5599/5563/155066/6048/8925/90427/8027/3320/56893/124997/66036/23230"
"GO:0048871","GO:0048871","multicellular organismal homeostasis",16,"16/910","1258/6338/66002/2296/3845/84283/1149/4692/1499/7466/4159/2651/5576/3552/84959/1001"
"GO:0007568","GO:0007568","aging",16,"16/910","5179/3845/7040/4436/3416/2516/1029/5549/6648/79677/5933/3987/2706/2729/5079/545"
"GO:0050673","GO:0050673","epithelial cell proliferation",15,"15/910","2064/2321/2719/7040/650/51804/94/2324/8742/1499/25865/2099/9241/51162/1001"
"GO:0050817","GO:0050817","coagulation",15,"15/910","408/3172/152/953/5336/10461/830/3020/10077/2162/5576/3066/3053/84959/5579"
"GO:0051235","GO:0051235","maintenance of location",15,"15/910","79085/219931/5336/1149/7040/2516/148867/775/2512/85477/2201/23230/7295/84959/3685"
"GO:0045926","GO:0045926","negative regulation of growth",14,"14/910","5538/3172/6494/2719/406984/1991/4853/7040/10509/94/1029/322/8751/9241"
"GO:0040013","GO:0040013","negative regulation of locomotion",14,"14/910","5734/406984/1991/11240/56999/7040/10509/94/613/6092/93649/8751/9241/3084"
"GO:0031503","GO:0031503","protein-containing complex localization",14,"14/910","29091/1759/3181/9887/55706/27091/163/9939/55722/56001/55153/8021/10250/545"
"GO:0007626","GO:0007626","locomotory behavior",13,"13/910","5179/1759/347148/10752/58524/2764/3766/1497/4159/1949/23230/3084/83715"
"GO:0006457","GO:0006457","protein folding",13,"13/910","23071/22926/55033/134266/3320/7466/10294/64175/3326/10049/84750/79608/8425"
"GO:0001763","GO:0001763","morphogenesis of a branching structure",13,"13/910","170690/2719/3845/6692/6663/7040/650/51804/2294/1499/2099/9241/57057"
"GO:0043900","GO:0043900","regulation of multi-organism process",13,"13/910","10318/9217/24138/54941/1991/5495/54476/10077/57115/163702/3685/10410/6895"
"GO:0032259","GO:0032259","methylation",12,"12/910","80335/9718/54093/1499/3662/9869/92342/3006/10919/29947/5079/9555"
"GO:0007059","GO:0007059","chromosome segregation",12,"12/910","7320/64151/91782/55706/4439/84464/1499/1058/79677/5119/25909/9555"
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",12,"12/910","7320/408/676/2296/7040/4436/114792/1499/51465/6092/29947/6895"
"GO:0071804","GO:0071804","cellular potassium ion transport",12,"12/910","80333/1258/7881/8811/51305/3766/3752/776/348980/81033/8645/6507"
"GO:0048771","GO:0048771","tissue remodeling",12,"12/910","4193/2296/10461/4853/7040/94/2324/613/1499/3552/84959/9066"
"GO:0042445","GO:0042445","hormone metabolic process",11,"11/910","8532/9718/1646/1717/650/3416/2516/5972/2099/5122/10159"
"GO:0007611","GO:0007611","learning or memory",11,"11/910","5923/8516/7881/8811/25769/3845/23152/2764/1497/6547/729956"
"GO:0033002","GO:0033002","muscle cell proliferation",11,"11/910","4318/4193/406984/2296/1991/7520/1499/84466/93649/9241/57057"
"GO:0044706","GO:0044706","multi-multicellular organism process",11,"11/910","4318/152/5669/3845/7040/6019/1828/2099/5676/5680/2706"
"GO:1903829","GO:1903829","positive regulation of cellular protein localization",11,"11/910","2064/4193/10411/5599/7040/90427/163/3326/3084/5366/9919"
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity",10,"10/910","55327/23322/9578/9886/2294/3993/1058/154810/4140/51057"
"GO:0022406","GO:0022406","membrane docking",10,"10/910","9342/1454/7277/23322/22897/9751/55835/3320/55722/10382"
"GO:0035637","GO:0035637","multicellular organismal signaling",10,"10/910","80333/157378/27091/58524/775/6547/3752/776/81033/113146"
"GO:0051091","GO:0051091","positive regulation of DNA binding transcription factor activity",10,"10/910","3656/3845/11213/7040/1499/25865/93649/2099/10333/5579"
"GO:0032963","GO:0032963","collagen metabolic process",9,"9/910","4318/9508/4322/7040/64175/8751/140766/3066/84570"
"GO:0070661","GO:0070661","leukocyte proliferation",9,"9/910","2064/3614/6355/7040/1499/7292/8744/22806/916"
"GO:0051321","GO:0051321","meiotic cell cycle",9,"9/910","7320/676/339345/55706/4439/4436/84464/10927/29947"
"GO:0043433","GO:0043433","negative regulation of DNA binding transcription factor activity",9,"9/910","3656/408/11213/5314/1029/7292/7466/2099/3066"
"GO:0070085","GO:0070085","glycosylation",8,"8/910","10585/79623/4584/51465/92949/2651/84750/84002"
"GO:0030534","GO:0030534","adult behavior",8,"8/910","1759/10752/58524/3766/1497/1949/3066/5079"
"GO:0061351","GO:0061351","neural precursor cell proliferation",8,"8/910","10763/6692/9839/6663/7040/1499/79801/4036"
"GO:0007272","GO:0007272","ensheathment of neurons",8,"8/910","2064/6663/7040/1499/3766/6547/3084/113146"
"GO:1903046","GO:1903046","meiotic cell cycle process",8,"8/910","7320/676/339345/55706/4439/4436/84464/29947"
"GO:0019827","GO:0019827","stem cell population maintenance",8,"8/910","10893/339345/8451/4853/2001/1499/9241/84750"
"GO:0021700","GO:0021700","developmental maturation",8,"8/910","84283/6663/650/94/1499/5972/1001/4774"
"GO:0098727","GO:0098727","maintenance of cell number",8,"8/910","10893/339345/8451/4853/2001/1499/9241/84750"
"GO:0043901","GO:0043901","negative regulation of multi-organism process",8,"8/910","10318/24138/54941/1991/5495/3685/10410/6895"
"GO:0019882","GO:0019882","antigen processing and presentation",7,"7/910","6891/9491/9554/830/6456/163/3685"
"GO:0000075","GO:0000075","cell cycle checkpoint",7,"7/910","4193/57060/8451/7040/4436/55835/545"
"GO:0007585","GO:0007585","respiratory gaseous exchange",7,"7/910","8929/3340/55967/4692/2324/6439/147372"
"GO:0031424","GO:0031424","keratinization",7,"7/910","81858/84283/1828/643418/3887/196374/1001"
"GO:0035265","GO:0035265","organ growth",7,"7/910","406984/2296/4322/2099/9241/57057/85301"
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization",7,"7/910","51311/80725/5734/1149/51465/7295/10333"
"GO:0019748","GO:0019748","secondary metabolic process",6,"6/910","54905/1646/9839/1497/2326/1001"
"GO:0002440","GO:0002440","production of molecular mediator of immune response",6,"6/910","1991/11213/7040/4436/8741/7292"
"GO:0045927","GO:0045927","positive regulation of growth",6,"6/910","2064/3020/51393/7466/3084/57057"
"GO:0008037","GO:0008037","cell recognition",6,"6/910","81035/4692/226/84466/6092/1949"
"GO:2000241","GO:2000241","regulation of reproductive process",6,"6/910","7320/339345/4436/2516/1499/2099"
"GO:0001776","GO:0001776","leukocyte homeostasis",5,"5/910","10461/7040/124976/55619/5366"
"GO:0002262","GO:0002262","myeloid cell homeostasis",5,"5/910","55646/10461/6223/4779/55553"
"GO:0007631","GO:0007631","feeding behavior",5,"5/910","130507/347148/8811/4159/5972"
"GO:0051651","GO:0051651","maintenance of location in cell",5,"5/910","2516/2512/85477/23230/7295"
"GO:0097194","GO:0097194","execution phase of apoptosis",5,"5/910","81858/660/1149/10904/27443"
"GO:1990748","GO:1990748","cellular detoxification",5,"5/910","23334/7837/6648/7295/6649"
"GO:0009566","GO:0009566","fertilization",5,"5/910","114792/226/84750/4809/6895"
"GO:0022404","GO:0022404","molting cycle process",5,"5/910","94234/84283/1499/3066/1001"
"GO:0042303","GO:0042303","molting cycle",5,"5/910","94234/84283/1499/3066/1001"
"GO:0048066","GO:0048066","developmental pigmentation",5,"5/910","9839/56999/6663/124976/10159"
"GO:0007623","GO:0007623","circadian rhythm",5,"5/910","1454/5599/5563/4159/3066"
"GO:1903828","GO:1903828","negative regulation of cellular protein localization",5,"5/910","9201/7040/51465/7295/9555"
"GO:0007269","GO:0007269","neurotransmitter secretion",5,"5/910","9342/55327/8938/9751/9066"
"GO:0042440","GO:0042440","pigment metabolic process",4,"4/910","9839/1497/4779/1001"
"GO:0002200","GO:0002200","somatic diversification of immune receptors",4,"4/910","7040/4436/8741/7292"
"GO:0031294","GO:0031294","lymphocyte costimulation",4,"4/910","7292/1949/8764/916"
"GO:0051705","GO:0051705","multi-organism behavior",4,"4/910","5179/130507/23152/23230"
"GO:0010463","GO:0010463","mesenchymal cell proliferation",4,"4/910","2719/650/2294/1499"
"GO:0072089","GO:0072089","stem cell proliferation",4,"4/910","10763/6663/7040/1499"
"GO:0006903","GO:0006903","vesicle targeting",4,"4/910","9342/7109/9554/9919"
"GO:0022602","GO:0022602","ovulation cycle process",4,"4/910","408/2516/6092/2099"
"GO:0009791","GO:0009791","post-embryonic development",4,"4/910","1717/4692/23334/55553"
"GO:0042698","GO:0042698","ovulation cycle",4,"4/910","408/2516/6092/2099"
"GO:0014823","GO:0014823","response to activity",4,"4/910","5563/84808/7384/2729"
"GO:0031640","GO:0031640","killing of cells of other organism",3,"3/910","1991/6223/57115"
"GO:0002507","GO:0002507","tolerance induction",3,"3/910","11213/7040/916"
"GO:0045058","GO:0045058","T cell selection",3,"3/910","4063/3662/916"
"GO:0050795","GO:0050795","regulation of behavior",3,"3/910","5179/347148/4159"
"GO:0048144","GO:0048144","fibroblast proliferation",3,"3/910","7040/1499/2099"
"GO:0006949","GO:0006949","syncytium formation",3,"3/910","9518/10411/405754"
"GO:0019835","GO:0019835","cytolysis",3,"3/910","79792/3004/57115"
"GO:0044764","GO:0044764","multi-organism cellular process",3,"3/910","54941/64135/57115"
"GO:2000242","GO:2000242","negative regulation of reproductive process",3,"3/910","339345/4436/2516"
"GO:2000243","GO:2000243","positive regulation of reproductive process",3,"3/910","7320/2516/1499"
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response",3,"3/910","6223/240/10333"
"GO:0007586","GO:0007586","digestion",3,"3/910","1056/8972/1646"
"GO:0032922","GO:0032922","circadian regulation of gene expression",3,"3/910","1454/4159/3066"
"GO:0043902","GO:0043902","positive regulation of multi-organism process",3,"3/910","9217/57115/6895"
"GO:0042752","GO:0042752","regulation of circadian rhythm",3,"3/910","1454/5599/5563"
"GO:0048070","GO:0048070","regulation of developmental pigmentation",3,"3/910","9839/56999/124976"
"GO:0043627","GO:0043627","response to estrogen",3,"3/910","4193/8805/2099"
"GO:1902579","GO:1902579","multi-organism localization",3,"3/910","55706/9397/8021"
"GO:0016079","GO:0016079","synaptic vesicle exocytosis",3,"3/910","9342/9751/9066"
"GO:0045730","GO:0045730","respiratory burst",2,"2/910","613/6223"
"GO:0031341","GO:0031341","regulation of cell killing",2,"2/910","57115/3326"
"GO:0007625","GO:0007625","grooming behavior",2,"2/910","347148/1497"
"GO:0007632","GO:0007632","visual behavior",2,"2/910","3845/1497"
"GO:0007635","GO:0007635","chemosensory behavior",2,"2/910","130507/7466"
"GO:0035640","GO:0035640","exploration behavior",2,"2/910","5179/10752"
"GO:0014009","GO:0014009","glial cell proliferation",2,"2/910","5179/6663"
"GO:0033687","GO:0033687","osteoblast proliferation",2,"2/910","650/3685"
"GO:0072111","GO:0072111","cell proliferation involved in kidney development",2,"2/910","2719/650"
"GO:0000920","GO:0000920","cell separation after cytokinesis",2,"2/910","91782/5119"
"GO:0033059","GO:0033059","cellular pigmentation",2,"2/910","9839/1001"
"GO:0045103","GO:0045103","intermediate filament-based process",2,"2/910","10763/10049"
"GO:0140029","GO:0140029","exocytic process",2,"2/910","9342/9751"
"GO:0008340","GO:0008340","determination of adult lifespan",2,"2/910","4436/3416"
"GO:0035264","GO:0035264","multicellular organism growth",2,"2/910","1717/6895"
"GO:0050879","GO:0050879","multicellular organismal movement",2,"2/910","7138/6547"
"GO:0097242","GO:0097242","amyloid-beta clearance",2,"2/910","3416/93649"
"GO:0031128","GO:0031128","developmental induction",2,"2/910","650/1499"
"GO:0044851","GO:0044851","hair cycle phase",2,"2/910","1499/1001"
"GO:0048087","GO:0048087","positive regulation of developmental pigmentation",2,"2/910","9839/56999"
"GO:0072376","GO:0072376","protein activation cascade",2,"2/910","1675/2162"
"GO:0051703","GO:0051703","intraspecies interaction between organisms",2,"2/910","23152/23230"
"GO:0070988","GO:0070988","demethylation",1,"1/910","7320"
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity",1,"1/910","1991"
"GO:0031342","GO:0031342","negative regulation of cell killing",1,"1/910","3326"
"GO:0031343","GO:0031343","positive regulation of cell killing",1,"1/910","57115"
"GO:0097278","GO:0097278","complement-dependent cytotoxicity",1,"1/910","3326"
"GO:0090713","GO:0090713","immunological memory process",1,"1/910","7292"
"GO:0044110","GO:0044110","growth involved in symbiotic interaction",1,"1/910","1991"
"GO:0002209","GO:0002209","behavioral defense response",1,"1/910","5179"
"GO:0007622","GO:0007622","rhythmic behavior",1,"1/910","4159"
"GO:0007638","GO:0007638","mechanosensory behavior",1,"1/910","6507"
"GO:0019098","GO:0019098","reproductive behavior",1,"1/910","153222"
"GO:0048520","GO:0048520","positive regulation of behavior",1,"1/910","5179"
"GO:0051867","GO:0051867","general adaptation syndrome, behavioral process",1,"1/910","5179"
"GO:0044340","GO:0044340","canonical Wnt signaling pathway involved in regulation of cell proliferation",1,"1/910","1499"
"GO:0061323","GO:0061323","cell proliferation involved in heart morphogenesis",1,"1/910","1499"
"GO:0036166","GO:0036166","phenotypic switching",1,"1/910","93649"
"GO:0043335","GO:0043335","protein unfolding",1,"1/910","3320"
"GO:0060352","GO:0060352","cell adhesion molecule production",1,"1/910","81035"
"GO:0007566","GO:0007566","embryo implantation",1,"1/910","4318"
"GO:0035036","GO:0035036","sperm-egg recognition",1,"1/910","226"
"GO:0051037","GO:0051037","regulation of transcription involved in meiotic cell cycle",1,"1/910","676"
"GO:0060710","GO:0060710","chorio-allantoic fusion",1,"1/910","10049"
"GO:0060767","GO:0060767","epithelial cell proliferation involved in prostate gland development",1,"1/910","1499"
"GO:0090220","GO:0090220","chromosome localization to nuclear envelope involved in homologous chromosome segregation",1,"1/910","7320"
"GO:0044406","GO:0044406","adhesion of symbiont to host",1,"1/910","3326"
"GO:0032941","GO:0032941","secretion by tissue",1,"1/910","1056"
"GO:0033555","GO:0033555","multicellular organismal response to stress",1,"1/910","5179"
"GO:0034381","GO:0034381","plasma lipoprotein particle clearance",1,"1/910","163"
"GO:0036363","GO:0036363","transforming growth factor beta activation",1,"1/910","3326"
"GO:0045494","GO:0045494","photoreceptor cell maintenance",1,"1/910","1258"
"GO:0060384","GO:0060384","innervation",1,"1/910","84570"
"GO:0007571","GO:0007571","age-dependent general metabolic decline",1,"1/910","6648"
"GO:0048532","GO:0048532","anatomical structure arrangement",1,"1/910","7020"
"GO:1905954","GO:1905954","positive regulation of lipid localization",1,"1/910","1149"
"GO:0034260","GO:0034260","negative regulation of GTPase activity",1,"1/910","408"
"GO:0060302","GO:0060302","negative regulation of cytokine activity",1,"1/910","9241"
"GO:1900047","GO:1900047","negative regulation of hemostasis",1,"1/910","84959"
"GO:1905953","GO:1905953","negative regulation of lipid localization",1,"1/910","3685"
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels",1,"1/910","163"
"GO:0098900","GO:0098900","regulation of action potential",1,"1/910","775"
"GO:1900046","GO:1900046","regulation of hemostasis",1,"1/910","84959"
"GO:0043500","GO:0043500","muscle adaptation",1,"1/910","7138"
"GO:0061842","GO:0061842","microtubule organizing center localization",1,"1/910","55706"
"GO:0001502","GO:0001502","cartilage condensation",1,"1/910","4920"
"GO:0016081","GO:0016081","synaptic vesicle docking",1,"1/910","9751"
"GO:0016082","GO:0016082","synaptic vesicle priming",1,"1/910","9342"
"GO:0031629","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane",1,"1/910","9342"
"GO:0019954","GO:0019954","asexual reproduction",0,"0/910",""
"GO:0032505","GO:0032505","reproduction of a single-celled organism",0,"0/910",""
"GO:0061887","GO:0061887","reproduction of symbiont in host",0,"0/910",""
"GO:0044033","GO:0044033","multi-organism metabolic process",0,"0/910",""
"GO:1901275","GO:1901275","tartrate metabolic process",0,"0/910",""
"GO:1901902","GO:1901902","tyrocidine metabolic process",0,"0/910",""
"GO:1902421","GO:1902421","hydrogen metabolic process",0,"0/910",""
"GO:1990845","GO:1990845","adaptive thermogenesis",0,"0/910",""
"GO:0002339","GO:0002339","B cell selection",0,"0/910",""
"GO:0002404","GO:0002404","antigen sampling in mucosal-associated lymphoid tissue",0,"0/910",""
"GO:0035172","GO:0035172","hemocyte proliferation",0,"0/910",""
"GO:0042386","GO:0042386","hemocyte differentiation",0,"0/910",""
"GO:0006792","GO:0006792","regulation of sulfur utilization",0,"0/910",""
"GO:0045882","GO:0045882","negative regulation of sulfur utilization",0,"0/910",""
"GO:0045883","GO:0045883","positive regulation of sulfur utilization",0,"0/910",""
"GO:0006795","GO:0006795","regulation of phosphorus utilization",0,"0/910",""
"GO:0045942","GO:0045942","negative regulation of phosphorus utilization",0,"0/910",""
"GO:0045949","GO:0045949","positive regulation of phosphorus utilization",0,"0/910",""
"GO:0001545","GO:0001545","primary ovarian follicle growth",0,"0/910",""
"GO:0001546","GO:0001546","preantral ovarian follicle growth",0,"0/910",""
"GO:0001550","GO:0001550","ovarian cumulus expansion",0,"0/910",""
"GO:0007117","GO:0007117","budding cell bud growth",0,"0/910",""
"GO:0030447","GO:0030447","filamentous growth",0,"0/910",""
"GO:0042702","GO:0042702","uterine wall growth",0,"0/910",""
"GO:0080189","GO:0080189","primary growth",0,"0/910",""
"GO:0080190","GO:0080190","lateral growth",0,"0/910",""
"GO:0002210","GO:0002210","behavioral response to wounding",0,"0/910",""
"GO:0030537","GO:0030537","larval behavior",0,"0/910",""
"GO:0032537","GO:0032537","host-seeking behavior",0,"0/910",""
"GO:0035187","GO:0035187","hatching behavior",0,"0/910",""
"GO:0040040","GO:0040040","thermosensory behavior",0,"0/910",""
"GO:0042630","GO:0042630","behavioral response to water deprivation",0,"0/910",""
"GO:0048266","GO:0048266","behavioral response to pain",0,"0/910",""
"GO:0048521","GO:0048521","negative regulation of behavior",0,"0/910",""
"GO:0051780","GO:0051780","behavioral response to nutrient",0,"0/910",""
"GO:0060273","GO:0060273","crying behavior",0,"0/910",""
"GO:0060756","GO:0060756","foraging behavior",0,"0/910",""
"GO:0061744","GO:0061744","motor behavior",0,"0/910",""
"GO:0071625","GO:0071625","vocalization behavior",0,"0/910",""
"GO:0001833","GO:0001833","inner cell mass cell proliferation",0,"0/910",""
"GO:0001834","GO:0001834","trophectodermal cell proliferation",0,"0/910",""
"GO:0002174","GO:0002174","mammary stem cell proliferation",0,"0/910",""
"GO:0002941","GO:0002941","synoviocyte proliferation",0,"0/910",""
"GO:0003419","GO:0003419","growth plate cartilage chondrocyte proliferation",0,"0/910",""
"GO:0035726","GO:0035726","common myeloid progenitor cell proliferation",0,"0/910",""
"GO:0035736","GO:0035736","cell proliferation involved in compound eye morphogenesis",0,"0/910",""
"GO:0035988","GO:0035988","chondrocyte proliferation",0,"0/910",""
"GO:0036093","GO:0036093","germ cell proliferation",0,"0/910",""
"GO:0048134","GO:0048134","germ-line cyst formation",0,"0/910",""
"GO:0051450","GO:0051450","myoblast proliferation",0,"0/910",""
"GO:0060722","GO:0060722","cell proliferation involved in embryonic placenta development",0,"0/910",""
"GO:0070341","GO:0070341","fat cell proliferation",0,"0/910",""
"GO:0071335","GO:0071335","hair follicle cell proliferation",0,"0/910",""
"GO:0071838","GO:0071838","cell proliferation in bone marrow",0,"0/910",""
"GO:0090255","GO:0090255","cell proliferation involved in imaginal disc-derived wing morphogenesis",0,"0/910",""
"GO:0097360","GO:0097360","chorionic trophoblast cell proliferation",0,"0/910",""
"GO:1990654","GO:1990654","sebum secreting cell proliferation",0,"0/910",""
"GO:2000793","GO:2000793","cell proliferation involved in heart valve development",0,"0/910",""
"GO:0043610","GO:0043610","regulation of carbohydrate utilization",0,"0/910",""
"GO:0010496","GO:0010496","intercellular transport",0,"0/910",""
"GO:0006276","GO:0006276","plasmid maintenance",0,"0/910",""
"GO:0010118","GO:0010118","stomatal movement",0,"0/910",""
"GO:0016037","GO:0016037","light absorption",0,"0/910",""
"GO:0032196","GO:0032196","transposition",0,"0/910",""
"GO:0034337","GO:0034337","RNA folding",0,"0/910",""
"GO:0035212","GO:0035212","cell competition in a multicellular organism",0,"0/910",""
"GO:0035638","GO:0035638","signal maturation",0,"0/910",""
"GO:0044663","GO:0044663","establishment or maintenance of cell type involved in phenotypic switching",0,"0/910",""
"GO:0060242","GO:0060242","contact inhibition",0,"0/910",""
"GO:0071554","GO:0071554","cell wall organization or biogenesis",0,"0/910",""
"GO:0090485","GO:0090485","chromosome number maintenance",0,"0/910",""
"GO:0090618","GO:0090618","DNA clamp unloading",0,"0/910",""
"GO:0097528","GO:0097528","execution phase of necroptosis",0,"0/910",""
"GO:0043609","GO:0043609","regulation of carbon utilization",0,"0/910",""
"GO:0006808","GO:0006808","regulation of nitrogen utilization",0,"0/910",""
"GO:0019676","GO:0019676","ammonia assimilation cycle",0,"0/910",""
"GO:0045847","GO:0045847","negative regulation of nitrogen utilization",0,"0/910",""
"GO:0045848","GO:0045848","positive regulation of nitrogen utilization",0,"0/910",""
"GO:0000728","GO:0000728","gene conversion at mating-type locus, DNA double-strand break formation",0,"0/910",""
"GO:0000734","GO:0000734","gene conversion at mating-type locus, DNA repair synthesis",0,"0/910",""
"GO:0000742","GO:0000742","karyogamy involved in conjugation with cellular fusion",0,"0/910",""
"GO:0000743","GO:0000743","nuclear migration involved in conjugation with cellular fusion",0,"0/910",""
"GO:0002077","GO:0002077","acrosome matrix dispersal",0,"0/910",""
"GO:0007299","GO:0007299","ovarian follicle cell-cell adhesion",0,"0/910",""
"GO:0007300","GO:0007300","ovarian nurse cell to oocyte transport",0,"0/910",""
"GO:0007303","GO:0007303","cytoplasmic transport, nurse cell to oocyte",0,"0/910",""
"GO:0007316","GO:0007316","pole plasm RNA localization",0,"0/910",""
"GO:0007318","GO:0007318","pole plasm protein localization",0,"0/910",""
"GO:0007340","GO:0007340","acrosome reaction",0,"0/910",""
"GO:0007343","GO:0007343","egg activation",0,"0/910",""
"GO:0007344","GO:0007344","pronuclear fusion",0,"0/910",""
"GO:0007534","GO:0007534","gene conversion at mating-type locus",0,"0/910",""
"GO:0007543","GO:0007543","sex determination, somatic-gonadal interaction",0,"0/910",""
"GO:0009846","GO:0009846","pollen germination",0,"0/910",""
"GO:0009856","GO:0009856","pollination",0,"0/910",""
"GO:0009859","GO:0009859","pollen hydration",0,"0/910",""
"GO:0009875","GO:0009875","pollen-pistil interaction",0,"0/910",""
"GO:0009876","GO:0009876","pollen adhesion",0,"0/910",""
"GO:0010069","GO:0010069","zygote asymmetric cytokinesis in embryo sac",0,"0/910",""
"GO:0010183","GO:0010183","pollen tube guidance",0,"0/910",""
"GO:0010344","GO:0010344","seed oilbody biogenesis",0,"0/910",""
"GO:0010588","GO:0010588","cotyledon vascular tissue pattern formation",0,"0/910",""
"GO:0010708","GO:0010708","heteroduplex formation involved in gene conversion at mating-type locus",0,"0/910",""
"GO:0018985","GO:0018985","pronuclear envelope synthesis",0,"0/910",""
"GO:0022413","GO:0022413","reproductive process in single-celled organism",0,"0/910",""
"GO:0030709","GO:0030709","border follicle cell delamination",0,"0/910",""
"GO:0030720","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation",0,"0/910",""
"GO:0031292","GO:0031292","gene conversion at mating-type locus, DNA double-strand break processing",0,"0/910",""
"GO:0032219","GO:0032219","cell wall macromolecule catabolic process involved in cytogamy",0,"0/910",""
"GO:0032220","GO:0032220","plasma membrane fusion involved in cytogamy",0,"0/910",""
"GO:0034624","GO:0034624","DNA recombinase assembly involved in gene conversion at mating-type locus",0,"0/910",""
"GO:0034636","GO:0034636","strand invasion involved in gene conversion at mating-type locus",0,"0/910",""
"GO:0035037","GO:0035037","sperm entry",0,"0/910",""
"GO:0035038","GO:0035038","female pronucleus assembly",0,"0/910",""
"GO:0035039","GO:0035039","male pronucleus assembly",0,"0/910",""
"GO:0035040","GO:0035040","sperm nuclear envelope removal",0,"0/910",""
"GO:0035041","GO:0035041","sperm chromatin decondensation",0,"0/910",""
"GO:0035042","GO:0035042","fertilization, exchange of chromosomal proteins",0,"0/910",""
"GO:0035044","GO:0035044","sperm aster formation",0,"0/910",""
"GO:0035046","GO:0035046","pronuclear migration",0,"0/910",""
"GO:0035471","GO:0035471","luteinizing hormone signaling pathway involved in ovarian follicle development",0,"0/910",""
"GO:0043093","GO:0043093","FtsZ-dependent cytokinesis",0,"0/910",""
"GO:0045450","GO:0045450","bicoid mRNA localization",0,"0/910",""
"GO:0045729","GO:0045729","respiratory burst at fertilization",0,"0/910",""
"GO:0046595","GO:0046595","establishment of pole plasm mRNA localization",0,"0/910",""
"GO:0048359","GO:0048359","mucilage metabolic process involved in seed coat development",0,"0/910",""
"GO:0048497","GO:0048497","maintenance of floral organ identity",0,"0/910",""
"GO:0048544","GO:0048544","recognition of pollen",0,"0/910",""
"GO:0048573","GO:0048573","photoperiodism, flowering",0,"0/910",""
"GO:0051663","GO:0051663","oocyte nucleus localization involved in oocyte dorsal/ventral axis specification",0,"0/910",""
"GO:0060011","GO:0060011","Sertoli cell proliferation",0,"0/910",""
"GO:0060466","GO:0060466","activation of meiosis involved in egg activation",0,"0/910",""
"GO:0060468","GO:0060468","prevention of polyspermy",0,"0/910",""
"GO:0060469","GO:0060469","positive regulation of transcription involved in egg activation",0,"0/910",""
"GO:0060470","GO:0060470","positive regulation of cytosolic calcium ion concentration involved in egg activation",0,"0/910",""
"GO:0060471","GO:0060471","cortical granule exocytosis",0,"0/910",""
"GO:0060474","GO:0060474","positive regulation of flagellated sperm motility involved in capacitation",0,"0/910",""
"GO:0060475","GO:0060475","positive regulation of actin filament polymerization involved in acrosome reaction",0,"0/910",""
"GO:0060476","GO:0060476","protein localization involved in acrosome reaction",0,"0/910",""
"GO:0060478","GO:0060478","acrosomal vesicle exocytosis",0,"0/910",""
"GO:0060518","GO:0060518","cell migration involved in prostatic bud elongation",0,"0/910",""
"GO:0060519","GO:0060519","cell adhesion involved in prostatic bud elongation",0,"0/910",""
"GO:0060673","GO:0060673","cell-cell signaling involved in placenta development",0,"0/910",""
"GO:0060738","GO:0060738","epithelial-mesenchymal signaling involved in prostate gland development",0,"0/910",""
"GO:0060739","GO:0060739","mesenchymal-epithelial cell signaling involved in prostate gland development",0,"0/910",""
"GO:0060781","GO:0060781","mesenchymal cell proliferation involved in prostate gland development",0,"0/910",""
"GO:0060783","GO:0060783","mesenchymal smoothened signaling pathway involved in prostate gland development",0,"0/910",""
"GO:0060858","GO:0060858","vesicle-mediated transport involved in floral organ abscission",0,"0/910",""
"GO:0060869","GO:0060869","transmembrane receptor protein serine/threonine kinase signaling pathway involved in floral organ abscission",0,"0/910",""
"GO:0060870","GO:0060870","cell wall disassembly involved in floral organ abscission",0,"0/910",""
"GO:0061450","GO:0061450","trophoblast cell migration",0,"0/910",""
"GO:0061500","GO:0061500","gene conversion at mating-type locus, termination of copy-synthesis",0,"0/910",""
"GO:0061883","GO:0061883","clathrin-dependent endocytosis involved in vitellogenesis",0,"0/910",""
"GO:0061948","GO:0061948","premature acrosome loss",0,"0/910",""
"GO:0061955","GO:0061955","positive regulation of actin filament depolymerization involved in acrosome reaction",0,"0/910",""
"GO:0070871","GO:0070871","cell wall organization involved in conjugation with cellular fusion",0,"0/910",""
"GO:0070872","GO:0070872","plasma membrane organization involved in conjugation with cellular fusion",0,"0/910",""
"GO:0071507","GO:0071507","MAPK cascade involved in conjugation with cellular fusion",0,"0/910",""
"GO:0071508","GO:0071508","activation of MAPK activity involved in conjugation with cellular fusion",0,"0/910",""
"GO:0071509","GO:0071509","activation of MAPKK activity involved in conjugation with cellular fusion",0,"0/910",""
"GO:0071510","GO:0071510","activation of MAPKKK activity involved in conjugation with cellular fusion",0,"0/910",""
